uid,contractUid,number,dateSigned,type,title,amountValue,description,url
2018-050-13/і/192,050-13/і/192,4,2024-04-15,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/192,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_15042024__4_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_192/
2018-050-13/і/192,050-13/і/192,5,2024-11-21,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/192,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до умов інвестиційного договору,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_29112018__5_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_192/
2018-050-13/і/193,050-13/і/193,1,2019-12-12,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/193,null,Доподатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/193,050-13/і/193,2,2020-02-28,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/193,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів та зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/193,050-13/і/193,3,2020-03-23,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/193,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2018-050-13/і/193,050-13/і/193,4,2022-01-17,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/193,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/193,050-13/і/193,5,2023-11-20,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/193,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/193,050-13/і/193,6,2024-04-15,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/193,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_15042024__6_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_193/
2018-050-13/і/193,050-13/і/193,7,2024-11-13,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору № 050-13/і/193,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до реквізитів інвестора,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_13112024__7_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_193/
2018-050-13/і/194,050-13/і/194,1,2019-12-12,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/194,null,Доподатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/194,050-13/і/194,2,2020-02-28,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/194,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів та зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/194,050-13/і/194,3,2020-03-23,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/194,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2018-050-13/і/194,050-13/і/194,4,2023-12-19,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/194,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/194,050-13/і/194,5,2024-03-18,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/194,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_18032024__5_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_194/
2018-050-13/і/194,050-13/і/194,6,2024-04-15,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/194,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_15042024__6_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_194/
2018-050-13/і/194,050-13/і/194,7,2024-11-13,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору № 050-13/і/194,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до реквізитів інвестора,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_13112024__8_do_investitsiynogo_dogovoru_vid_27072018__050-13_i_176/
2018-050-13/і/195,050-13/і/195,1,2019-12-12,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/195,null,Доподатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/195,050-13/і/195,2,2020-02-28,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/195,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів та зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2018-050-13/і/195,050-13/і/195,3,2020-03-23,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/195,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2018-050-13/і/195,050-13/і/195,4,2022-01-17,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/195,null,Додатковою угодою внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/195,050-13/і/195,5,2023-11-20,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/195,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/195,050-13/і/195,6,2024-04-15,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/195,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_15042024__6_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_195/
2018-050-13/і/195,050-13/і/195,7,2024-11-13,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору № 050-13/і/195,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до реквізитів інвестора,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_13112024__7_do_investitsiynogo_dogovoru_vid_29112018__050-13_i_195/
2019-050-13/і/197,050-13/і/197,1,2019-08-16,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/197,null,Доподатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2019-050-13/і/197,050-13/і/197,2,2020-03-19,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/197,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів,null
2019-050-13/і/197,050-13/і/197,3,2020-03-19,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/197,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2019-050-13/і/197,050-13/і/197,4,2021-04-01,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/197,null,Додатковою угодою внесено зміни до пунктів інвестиційного договору,null
2019-050-13/і/197,050-13/і/197,5,2021-04-01,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/197,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2019-050-13/і/198,050-13/і/198,1,2019-08-16,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/198,null,Доподатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2019-050-13/і/198,050-13/і/198,2,2020-04-23,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/198,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів,null
2019-050-13/і/198,050-13/і/198,3,2020-04-23,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/198,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2019-050-13/і/198,050-13/і/198,4,2021-04-01,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/198,null,Додатковою угодою внесено зміни до пунктів інвестиційного договору,null
2019-050-13/і/198,050-13/і/198,5,2021-04-01,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/198,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2019-050-13/і/198,050-13/і/198,6,2021-09-14,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/198,null,Внесено зміни до графіку реалізації інвестиційного проєкту,null
2019-050-13/і/199,050-13/і/199,1,2020-06-02,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/199,null,Додатковою угодою внесено зміни до пункту інвестиційного договору,null
2019-050-13/і/199,050-13/і/199,2,2020-06-15,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/199,null,Додатковою угодою внесено зміни до переліку місць розташування зупинкових комплексів та затверджено графік реалізації інвестиційного проєкту,null
2019-050-13/і/199,050-13/і/199,3,2021-06-09,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/199,null,Додатковою угодою внесено зміни до пунктів інвестиційного договору,null
2019-050-13/і/199,050-13/і/199,4,2021-06-09,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/199,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2019-050-13/і/199,050-13/і/199,5,2022-01-05,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/199,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,null
2019-050-13/і/199,050-13/і/199,6,2024-03-18,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/199,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_18032024__6_do_investitsiynogo_dogovoru_vid_04022019__050-13_i_199/
2019-050-13/і/199,050-13/і/199,7,2024-11-13,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору № 050-13/і/199,null,Внесено зміни до строків виконання Інвестором зобов'язань та зміни до умов інвестиційного договору,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_13112024__7_do_investitsiynogo_dogovoru_vid_04022019__050-13_i_199/
2019-050-13/і/201,050-13/і/201,1,2020-04-23,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/201,null,Додатковою угодою внесено зміни до пунктів інвестиційного договору та затверджено графік реалізації інвестиційного проєкту,null
2019-050-13/і/201,050-13/і/201,2,2020-08-16,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/201,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/201,050-13/і/201,3,2020-11-25,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/201,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/201,050-13/і/201,4,2024-04-02,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/201,null,Додатковою угодою визначено незастосування пені за несвоєчасне подання або неподання звіту до припинення або скасування воєнного стану,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_02042024__4_do_investitsiynogo_dogovoru_vid_02052019__050-13_i_201/
2019-050-13/і/201,050-13/і/201,null,2024-11-15,Договір,Договір про заміну сторони в Інвестиційному договорі № 050-13/і/201,null,Договором замінено Замовника в інвестиційному договорі,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dogovir_vid_15112024_pro_zaminu_storoni_v_investitsiynomu_dogovori_vid_02052019__050-13_i_201_1016728/
2019-050-13/і/201,050-13/і/201,5,2024-11-29,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/201,null,Додатковою угодою затверджено заміну замовника,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_listopad_2024/dodatkova_ugoda_vid_29112024__5_do_investitsiynogo_dogovoru_vid_02052019__050-13_i_201/
2019-050-13/і/202,050-13/і/202,1,2023-08-28,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/202,null,Додатковою угодою подовжено термін розробки та затвердження проєктної документації,null
2019-050-13/і/202,050-13/і/202,2,2024-01-18,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/202,null,Додатковою угодою подовжено термін розробки та затвердження проєктної документації,null
2019-050-13/і/202,050-13/і/202,3,2025-03-05,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/202,null,Додатковою угодою подовжено термін розробки та затвердження проєктної документації,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2025/dodatkova_ugoda_vid_05032025__3_do_investitsiynogo_dogovoru_vid_19062019__050-13_i_202/
2019-050-13/і/202,050-13/і/202,4,2025-12-22,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/202,null,Додатковою угодою затверджено ТЕПи та графік фінансування та реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_gruden_2025/dodatkova_ugoda_vid_22122025__4_do_investitsiynogo_dogovoru_vid_19062019__050-13_i_202/
2019-050-13/і/204,050-13/і/204,1,2020-07-28,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/204,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/204,050-13/і/204,2,2020-11-27,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/204,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/204,050-13/і/204,3,2024-04-02,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/204,null,Додатковою угодою визначено незастосування пені за несвоєчасне подання або неподання звіту до припинення або скасування воєнного стану,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_02042024__3_do_investitsiynogo_dogovoru_vid_27062019__050-13_i_204/
2019-050-13/і/210,050-13/і/210,1,2021-05-13,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/210,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/210,050-13/і/210,2,2021-12-16,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/210,null,Внесено зміни до строків виконання Інвестором зобов'язань,null
2019-050-13/і/210,050-13/і/210,null,2024-04-30,Додаткова угода,Додаткова угода про розірвання Інвестиційного договору № 050-13/і/210,null,"Додатковою угодою розірвано інвестиційний договір та передбачено, що Інвестор не звільняється від обов'язку щодо сплати заборгованості",https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024_1004328/dodatkova_ugoda_vid_30042024_pro_rozirvannya_investitsiynogo_dogovoru_vid_17122019__050-13_i_210/
2020-050-13/і/211,050-13/і/211,1,2020-10-19,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/211,null,Додатковою угодою внесено зміни до пункту інвестиційного договору та затверджено графік реалізації інвестиційного проєкту,null
2020-050-13/і/211,050-13/і/211,2,2023-12-22,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/211,null,"Додатковою угодою внесено зміни до інвестиційного договору щодо незастосування штрафних санкцій до Інвестора, у зв'язку з воєнним станом в Україні",null
2020-050-13/і/212,050-13/і/212,1,2020-12-03,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/212,null,Додатковою угодою внесено зміни до пункту інвестиційного договору та затверджено графік реалізації інвестиційного проєкту,null
2020-050-13/і/212,050-13/і/212,2,2024-06-13,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/212,null,"Додатковою угодою внесено зміни до пункту інвестиційного договору, встановлено доплату у зв'язку із збільшенням ТЕП та графік реалізації інвестиційного проєкту викладено у новій редакції",https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_cherven_2024/dodatkova_ugoda_vid_13062024__2_do_investitsiynogo_dogovoru_vid_29042020__050-13_i_212/
2020-050-13/і/213,050-13/і/213,1,2020-10-27,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/213,null,Додатковою угодою внесено зміни до пункту інвестиційного договору та затверджено графік реалізації інвестиційного проєкту,null
2020-050-13/і/213,050-13/і/213,2,2023-12-22,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/213,null,"Додатковою угодою внесено зміни до інвестиційного договору щодо незастосування штрафних санкцій до Інвестора, у зв'язку з воєнним станом в Україні",null
2020-050-13/і/214,050-13/і/214,1,2020-10-27,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/214,null,Додатковою угодою внесено зміни до пункту інвестиційного договору та затверджено графік реалізації інвестиційного проєкту,null
2020-050-13/і/214,050-13/і/214,2,2023-12-22,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/214,null,"Додатковою угодою внесено зміни до інвестиційного договору щодо незастосування штрафних санкцій до Інвестора, у зв'язку з воєнним станом в Україні",null
2007-049-13/і/21,049-13/і/21,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/21,null,Додатковою угодою визначено строк компенсації поточних витрат по сплаті орендної плати.,null
2007-049-13/і/25,049-13/і/25,1,2008-11-23,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/25,null,"Додатковою угодою змінено строки для розробки проєктно-кошторисної документації, проведення інвестиційно-будівельної експертизи.",null
2007-049-13/і/25,049-13/і/25,2,2013-11-29,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/25,null,Додатковою угодою викладено інвестиційний договір в новій редакції.,null
2007-049-13/і/39,049-13/і/39,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/39,null,Додатковою угодою пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/45,049-13/і/45,1,2009-04-30,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/45,null,Додатковою угодою внесено зміни до пункту інвестиційного договору в частині сплати коштів,null
2007-049-13/і/46,049-13/і/46,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/46,null,Додатковою угодою внесено зміни до пункту інвестиційного договору в частині сплати коштів,null
2007-049-13/і/47,049-13/і/47,1,2009-08-06,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/47,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/48,049-13/і/48,1,2009-08-06,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/48,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/50,049-13/і/50,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/50,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/51,049-13/і/51,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/51,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/52,049-13/і/52,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/52,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/53,049-13/і/53,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/53,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/54,049-13/і/54,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/54,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/55,049-13/і/55,1,2009-08-06,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/55,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/56,049-13/і/56,1,2009-08-06,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/56,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/57,049-13/і/57,1,2009-08-06,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/57,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/58,049-13/і/58,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/58,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2007-049-13/і/59,049-13/і/59,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/59,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору,null
2008-049-13/і/79,049-13/і/79,1,2009-08-20,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/79,null,Додатковою угодою внесено відомості щодо зміни керівника,null
2008-049-13/і/79,049-13/і/79,2,2009-08-20,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/79,null,Додатковою угодою пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/79,049-13/і/79,3,2009-09-14,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 049-13/і/79,null,Додатковою угодою пункти в інвестиційному договорі викладено в новій редакції,null
2009-049-13/і/89,049-13/і/89,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/89,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/90,049-13/і/90,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/90,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/91,049-13/і/91,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/91,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/92,049-13/і/92,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/92,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/100,049-13/і/100,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/100,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/101,049-13/і/101,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/101,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/102,049-13/і/102,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/102,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/102,049-13/і/103,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/103,null,Додатковою угодою змінено реквізити інвестора,null
2009-049-13/і/110,049-13/і/110,1,2009-07-23,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/110,null,"Додатковою угодою виправлено технічну помилку у розділі 15 «Набрання чинності, дія договору та його припинення» інвестиційного договору",null
2012-049-13/і/120,049-13/і/120,1,2013-07-03,Договір,Договір № 1 до Інвестиційного договору № 049-13/і/120,null,Договір щодо зміни інвестора.,null
2012-049-13/і/120,049-13/і/120,1,2013-07-22,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/120,null,Додатковою угодою пункти в інвестиційному договорі викладено в новій редакції,null
2012-049-13/і/120,049-13/і/120,2,2014-11-24,Договір,Договір № 2 до Інвестиційного договору № 049-13/і/120,null,Договір щодо зміни статусу сторін інвестиційного договору.,null
2012-049-13/і/120,049-13/і/120,2,2015-03-17,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/120,null,Додаткова угода щодо зміни статусу сторін інвестиційного договору.,null
2012-049-13/і/120,049-13/і/120,3,2015-10-19,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 049-13/і/120,null,Додатковою угодою затверджено графік фінансування та реалізації об'єкту інвестування.,null
2012-049-13/і/120,049-13/і/120,4,2017-03-10,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 049-13/і/120,null,Додатковою угодою затверджено новий графік фінансування та реалізації об'єкту інвестування,null
2012-049-13/і/120,049-13/і/120,5,2021-08-17,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 049-13/і/120,null,Додатковою угодою виключено деякі пункти в інвестиційному договорі,null
