uid,number,dateSigned,investorName,investorId,authorityName,authorityId,partiesName,partiesId,description,amountValue,startDate,endDate,status,url,text,legalActType,legalActTitle,legalActDate,legalActNumber,legalActUrl,publisherName,publisherId
2003-049-13/і/1,049-13/і/1,2003-03-18,ТОВ «Київгейт Інвестмент»,35364532,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво підземного паркінгу з підземно-надземними нежитловими приміщеннями торговельно-офісного призначення у складі Вокзальної площі від вул. Комінтерну,null,2003-03-18,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва підземного паркінгу з підземно надземними нежиТловими приміщеннями торговельно- офісного призначення у складі Вокзальної площі від вул. Комінтерну,2003-02-21,281,null,Київська міська державна адміністрація,00022527
2003-049-13/і/2,049-13/і/2,2003-06-03,ТОВ «ЖенСан»,32222741,Головне управління розвитку міста Київської міської державної адміністрації,04633423,"Комунальна корпорація «Київавтодор», Комунальне підприємство «Київський метрополітен»","03359026, 03328913",Будівництво підземного пішохідного переходу з нежитловими приміщеннями торговельно-побутового комплексу між Броварським шосе та вул.Андрія Малишка з влаштуванням другого виходу зі станції метро «Дарниця»,null,2003-06-03,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва підземного пішохідного переходу з нежитловими приміщеннями торговельно-побутового комплексу між Броварським шосе та вул.Андрія Малишка з влаштуванням другого виходу зі станції метро «Дарниця»,2003-04-21,737,null,Київська міська державна адміністрація,00022527
2003-049-13/і/3,049-13/і/3,2003-06-17,ТОВ «Грааль»,24266659,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Дирекція будівництва шляхово–транспортних споруд м. Києва»,05445267,"Реконструкція Європейської площі з будівництвом комплексу нежилих приміщень для розміщення об'єктів сфери обслуговування населення, підземного паркінгу, підземних пішохідних переходів та інших місць загального користування під шляховим покриттям Європейської площі і прилеглих до неї вулиць та офісно-готельного комплексу з апартаментами «Столичний»",null,2003-06-17,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу,2003-05-12,792,null,Київська міська державна адміністрація,00022527
2003-049-13/і/4,049-13/і/4,2003-07-29,ТОВ «Фостер»,31899510,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,Будівництво підземного пішохідного переходу з нежитловими приміщеннями торговельно-побутового комплексу під проїзною частиною на проспекті Бажана біля станції метрополітену «Харківська»,null,2003-07-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу по залученню інвесторів для будівництва підземного пішохідного переходу з нежитловими приміщеннями торговельно-побутового комплексу під проїзною частиною на проспекті Бажана біля станції метрополітену «Харківська»,2003-02-21,279,null,Київська міська державна адміністрація,00022527
2003-049-13/і/5,049-13/і/5,2003-07-29,ТОВ «Ельба»,31722302,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,Завершення будівництва нежитлових приміщень в підземному просторі в районі примикання Нового проїзду до вулиці Червоноармійської,null,2003-07-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу по залученню інвесторів для завершення будівництва нежитлових приміщень торговельного комплексу в підземному просторі в районі примикання Нового проїзду до вулиці Червоноармійської,2003-02-21,278,null,Київська міська державна адміністрація,00022527
2003-049-13/і/6,049-13/і/6,2003-07-29,ТОВ «Тріал»,31512481,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,Реконструкція підземного діючого підземного пішохідного переходу біля станції метро «Університет» на бульварі Т.Шевченка з будівництвом нежитлових приміщень торговельного комплексу,null,2003-07-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для реконструкції підземного діючого підземного пішохідного переходу біля станції метро «Університет» на бульварі Т.Шевченка з будівництвом нежитлових приміщень торговельного комплексу,2003-02-21,277,null,Київська міська державна адміністрація,00022527
2003-049-13/і/7,049-13/і/7,2003-08-28,ТОВ «Фрістайл»,31566296,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальна корпорація «Київавтодор», Комунальне підприємство «Київський метрополітен»","03359026, 03328913",Будівництво підземного пішохідного переходу з нежитловими приміщеннями торговельно-побутового комплексу між Броварським шосе та вул. Андрія Малишка з влаштуванням другого виходу зі ст метро «Дарниця» в м.Києві,null,2003-08-28,"До повного виконання своїх зобов'язань, за винятком положень розділів 7 та 8 Договору",Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва підземного пішохідного переходу пз нежитловими приміщеннями торговельно-побутового комплексу між Броварським шоссе та вул. Андрія Малишка з влаштуванням другого виходу зі ст метро «Дарниця» в м.Києві,2003-08-19,1543,null,Київська міська державна адміністрація,00022527
2003-049-13/і/8,049-13/і/8,2003-09-09,ТОВ «Валентин Плюс»,26266190,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво паркінгу та нежитлових приміщень торговельно-виставкового комплексу на ділянці від вулиці Л. Толстого до Вокзальної площі,null,2003-09-09,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва паркінгу на 550 автомобілів та нежитлових приміщень торговельно-виставкового комплексу над паркінгом на дільниці від вул.Л.Толстого до Вокзальної площі,2001-07-20,1522,null,Київська міська державна адміністрація,00022527
2003-049-13/і/9,049-13/і/9,2003-10-22,ТОВ «Київміськбуд-Інвест»,32455875,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,Будівництво підземного пішохідного переходу з нежитловими приміщеннями торговельно-виставкового комплексу під проїзною частиною по вулиці Володимирській на ділянці від вул. Л.Толстого до бульв.Т.Шевченка,null,2003-10-22,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва підземного пішохідного переходу з приміщеннями торговельно-виставкового комплексу під проїзною частиною по вул. Володимирській на ділянці від вул. Л.Толстого до бульв.Т.Шевченка,2003-10-17,1933,null,Київська міська державна адміністрація,00022527
2003-049-13/і/10,049-13/і/10,2003-11-21,ЗАТ СП «Партнер»,13684158,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво підземного автопаркінгу на місці котлованів над конструкцією станційного комплексу станції метро «Житомирська»,null,2003-11-21,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва підземного автопаркінгу на місці котлованів над конструкцією станційного комплексу станції метро «Житомирська»,2003-09-30,1818,null,Київська міська державна адміністрація,00022527
2003-049-13/і/11,049-13/і/11,2003-12-19,ТОВ «Єлікон ЛТД»,24103325,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,Будівництво торговельного центру на перетині Оболонського проспекту та вулиці Героїв Дніпра,null,2003-12-19,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва торговельного центру на перетині Оболонського проспекту та вулиці Героїв Дніпра,2003-12-19,2384,null,Київська міська державна адміністрація,00022527
2004-049-13/і/12,049-13/і/12,2004-04-08,ТОВ «Мрія-Інвест»,32670462,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво багатофункціонального спортивно - оздоровчого комплексу з зоною відпочинку, закладами торгівлі та громадського харчування в районі озера Вирлиця",null,2004-04-08,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва багатофункціонального спортивно-оздоровчого комплексу з зоною відпочинку, закладами торгівлі та громадського харчування в районі озера Вирлиця",2003-12-19,2386,null,Київська міська державна адміністрація,00022527
2004-049-13/і/13,049-13/і/13,2004-09-06,НВФ «Реле»,19124549,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-виставкового центру за адресою: Харківське шосе, 201-203",null,2004-09-06,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва офісно-торговельно-виставкового центру за адресою: Харківське шосе, 201-203",2004-09-06,1664,null,Київська міська державна адміністрація,00022527
2004-049-13/і/14,049-13/і/14,2004-09-07,ТОВ «Дніпроекологія»,33275270,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Забудова зони відпочинку з громадським центром в районі озера Видубицьке в Печерському районі м. Києва,null,2004-09-07,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва об'єкта інвестування у складі: офісно-готельного комплексу з торгово-розважальним центром, яхт-клубом, спортивно-оздоровчими спорудами, приміщеннями громадського призначення та підземними автостоянками в районі озера Видубицького у Печерському районі м. Києва за адресою: Набережно-Печерська дорога, 4 - 10 (Видубицьке озеро)",2004-09-07,1671,null,Київська міська державна адміністрація,00022527
2004-049-13/і/15,049-13/і/15,2004-10-18,ДП з 100% Іноземною Інвестицією «СоюзКонтракт Інвестмент»,32160392,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво житлово-готельного, офісно-готельного, офісно-торговельного, розважального центру та перекриття Набережного шосе експлуатованою покрівлею із створенням на ній пішохідної та зеленої зони",null,2004-10-18,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва житлово-готельного, офісно-готельного, офісно-торговельного, розважального центру та перекриття Набережного шосе експлуатованою покрівлею із створенням на ній пішохідної та зеленої зони",2003-12-23,2403,null,Київська міська державна адміністрація,00022527
2005-049-13/і/16,049-13/і/16,2005-02-22,ТОВ «ГОСПОДАРНИК»,30971302,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво торговельно-розважального комплексу по Червонозоряному проспекту, 113 (територія Совських ставків)",null,2005-02-22,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва торговельно-розважального комплексу по Червонозоряному проспекту, 113 (територія Совських ставків)",2005-02-15,185,null,Київська міська державна адміністрація,00022527
2005-049-13/і/17,049-13/і/17,2005-05-04,ТОВ «Український стандарт»,32920286,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво об'єктів соціальної інфраструктури на території парку «Перемога»,null,2005-05-04,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва об'єктів соціальної інфраструктури на території парку «Перемога»,2005-04-22,656,null,Київська міська державна адміністрація,00022527
2005-049-13/і/18,049-13/і/18,2005-05-17,ЗАТ «Швидко-Україна»,30178041,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво мережі закладів громадського харчування,null,2005-05-17,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва мережі закладів громадського харчування,2005-04-22,668,null,Київська міська державна адміністрація,00022527
2006-049-13/і/19,049-13/і/19,2006-12-06,ТОВ «Альянс-Екопроект»,32554344,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво торговельно-офісного комплексу з паркінгом на місці котлованів над конструкцією станційного комплексу станції метрополітену «Житомирська»,null,2006-12-06,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва торговельно-офісного комплексу з паркінгом на місці котлованів над конструкцією станційного комплексу станції метрополітену «Житомирська»,2006-11-22,1673,null,Київська міська державна адміністрація,00022527
2007-049-13/і/20,049-13/і/20,2007-05-18,ТОВ «КИЇВ ТЕРМІНАЛ»,34188582,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальна корпорація «Київавтодор», Комунальне підприємство «Київський метрополітен»","03359026, 03328913","Комплексна реконструкція Харківської площі з будівництвом транспортної розв'язки в різних рівнях Харківської площі в ув'язці зі станцією метрополітену, розміщенням автовокзалу, торговельних комплексів та автостоянок",null,2007-05-18,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для комплексної реконструкції Харківської площі з будівництвом транспортної розв'язки в різних рівнях на Харківській площі в ув'язці зі станцією метрополітену, розміщенням автовокзалу, торговельних комплексів та автостоянок",2007-04-17,448,null,Київська міська державна адміністрація,00022527
2007-049-13/і/21,049-13/і/21,2007-05-21,АТ ХК «Київміськбуд»,23527052,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом на просп. Маяковського, 1-3 у Деснянському районі м. Києва",null,2007-05-21,До повного виконання своїх зобов'язань,Виконаний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва житлових будинків з об'єктами соціально-культурного призначення та підземним паркінгом, в тому числі для потерпілих від діяльності інвестиційно-будівельної компанії «Еліта-Центр»",2007-03-27,333,null,Київська міська державна адміністрація,00022527
2007-049-13/і/22,049-13/і/22,2007-05-22,АТ ХК «Київміськбуд»,23527052,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом на на перетині вул.Вірменської та Харківського шосе у Дарницькому районі,null,2007-05-21,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва житлових будинків з об'єктами соціально-культурного призначення та підземним паркінгом, в тому числі для потерпілих від діяльності інвестиційно-будівельної компанії «Еліта-Центр»",2007-03-27,333,null,Київська міська державна адміністрація,00022527
2007-049-13/і/23,049-13/і/23,2007-05-23,АТ ХК «Київміськбуд»,23527052,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом на просп.Героїв Сталінграда, 66 у Оболонському районі м. Києва",null,2007-05-21,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва житлових будинків з об'єктами соціально-культурного призначення та підземним паркінгом, в тому числі для потерпілих від діяльності інвестиційно-будівельної компанії «Еліта-Центр»",2007-03-27,333,null,Київська міська державна адміністрація,00022527
2007-049-13/і/24,049-13/і/24,2007-06-15,ТОВ «КОНІКА»,24890168,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальна корпорація «Київавтодор», Комунальне підприємство «Київський метрополітен»","03359026, 03328913",Реконструкція Львівської площі з підземно-надземними нежитловими приміщеннями торговельно-офісного призначення,null,2007-06-15,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для реконструкції Львівської площі з підземно-надземними нежитловими приміщеннями торговельно-офісного призначення,2004-07-22,1339,null,Київська міська державна адміністрація,00022527
2007-049-13/і/25,049-13/і/25,2007-07-10,ТОВ «Комфорт маркет люкс»,34795907,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Про інвестування будівництва торговельно-розважального комплексу на перетині вулиць Червоногвардійської та Червоноткацької в Деснянському районі,null,2007-07-10,2015-01-01 або до повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва торговельно-розважального комплексу на перетині вулиць Червоногвардійської та Червоноткацької в Деснянському районі,2007-04-17,445,null,Київська міська державна адміністрація,00022527
2007-049-13/і/26,049-13/і/26,2007-08-08,ДП «СТРОЙ-МАРКЕТ ГРУП»,33104229,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,Будівництво багатофункціонального готельного та торговельно-розважального центру в районі затоки Десенка у Дніпровському районі,null,2007-08-08,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів для будівництва багатофункціонального готельного та торговельно-розважального центру в районі затоки Десенка у Дніпровському районі,2007-04-17,449,null,Київська міська державна адміністрація,00022527
2007-049-13/і/27,049-13/і/27,2007-10-31,ТОВ «Проектна компанія Ярус»,34937363,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Чернігівська» та «Дарниця» з обладнанням пішохідними містками, створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури на станціях метрополітену «Чернігівська», «Дарниця» та вздовж ділянки «Чернігівська» - «Дарниця» у Дніпровському районі м. Києва",null,2007-10-31,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Чернігівська» та «Дарниця» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Чернігівська» - «Дарниця»",2007-08-28,1116,null,Київська міська державна адміністрація,00022527
2007-049-13/і/28,049-13/і/28,2007-11-07,ТОВ «Смарт Град»,34925616,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Лісова» та «Чернігівська» з обладнанням пішохідними містками, створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури на станції метрополітену «Лісова» - «Чернігівська» вздовж ділянки «Лісова» - «Чернігівська» у Дніпровському районі м. Києва",null,2007-11-07,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Лісова» та «Чернігівська» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Лісова» - «Чернігівська»",2007-08-28,1113,null,Київська міська державна адміністрація,00022527
2007-049-13/і/29,049-13/і/29,2007-11-07,ТОВ «Гроссвіль»,34422789,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Дарниця» та «Лівобережна» з обладнанням пішохідними містками, створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури на станції «Лівобережна» та вздовж ділянки «Дарниця» - «Лівобережна» у Дніпровському районі м. Києва",null,2007-11-07,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Дарниця» та «Лівобережна» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Дарниця» - «Лівобережна»",2007-08-28,1114,null,Київська міська державна адміністрація,00022527
2007-049-13/і/30,049-13/і/30,2007-11-07,ТОВ «І.Р.Б.»,35252449,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Лівобережна» та «Гідропарк» з обладнанням пішохідними містками, створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури на станції «Гідропарк» та вздовж ділянки «Лівобережна» - «Гідропарк» у Дніпровському районі м. Києва",null,2007-11-07,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Лівобережна» та «Гідропарк» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Лівобережна» - «Гідропарк»",2007-08-28,1117,null,Київська міська державна адміністрація,00022527
2007-049-13/і/31,049-13/і/31,2007-11-07,ТОВ «Ріелті Кепітал Інвестментс»,35252323,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Гідропарк» та «Дніпро» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Гідропарк» - «Дніпро»",null,2007-11-07,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,"Про затвердження результатів конкурсу із залучення інвесторів для будівництва накриття відкритої частини Святошино-Броварської лінії метрополітену між станціями «Гідропарк» та «Дніпро» зі створенням приміщень торговельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури вздовж ділянки «Гідропарк» - «Дніпро»",2007-08-28,1136,null,Київська міська державна адміністрація,00022527
