uid,number,dateSigned,investorName,investorId,authorityName,authorityId,partiesName,partiesId,description,amountValue,startDate,endDate,status,url,text,legalActType,legalActTitle,legalActDate,legalActNumber,legalActUrl,publisherName,publisherId
2014-050-13/і/146,050-13/і/146,2014-12-24,ПрАТ «Київхліб»,00381574,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),24250279,"Створення мережі з 50 об'єктів роздрібної торгівлі хлібом та хлібобулочними виробами, що користуються найвищим споживчим попитом у місті Києві",null,2014-12-24,2019-12-24,Виконаний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_ctvorennya_obyektiv_rozdribno_torgivli_khlibom_ta_khlibobulochnimi_virobami_scho_koristuyutsya_nayvischim_spozhivchim_popitom_u_misti_kiyevi_lot_3/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до створення об'єктів роздрібної торгівлі хлібом та хлібобулочними виробами, що користуються найвищим споживчим попитом в місті Києві (Лот 3)",2014-12-19,1493,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_stvorennya_obyektiv_rozdribno_torgivli_khlibom_ta_khlibobulochnimi_virobami_scho_koristuyutsya_nayvischim_spozhivchim_popitom_v_misti_kiyevi_lot_3/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2014-050-13/і/147,050-13/і/147,2014-12-24,ПрАТ «Київхліб»,00381574,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),24250279,"Створення мережі з 50 об'єктів роздрібної торгівлі хлібом та хлібобулочними виробами, що користуються найвищим споживчим попитом у місті Києві",null,2014-12-24,2019-12-24,Виконаний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_ctvorennya_obyektiv_rozdribno_torgivli_khlibom_ta_khlibobulochnimi_virobami_scho_koristuyutsya_nayvischim_spozhivchim_popitom_u_misti_kiyevi_lot_4/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до створення об'єктів роздрібної торгівлі хлібом та хлібобулочними виробами, що користуються найвищим споживчим попитом у місті Києві (Лот 4)",2014-12-19,1494,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_stvorennya_obyektiv_rozdribno_torgivli_khlibom_ta_khlibobulochnimi_virobami_scho_koristuyutsya_nayvischim_spozhivchim_popitom_u_misti_kiyevi_lot_4/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2014-050-13/і/148,050-13/і/148,2014-12-30,КП з питань будівництва житлових будинків «Житлоінвестбуд -УКБ»,31958324,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр») на земельній ділянці на вул. Милославській у Деснянському районі м. Києва,null,2014-12-30,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_ob039yektami_gospodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpil_231866/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва житлового будинку з об«єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр» на земельній ділянці на вул.Милославській у Деснянському районі,2014-12-26,1540,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_obyektami_gospodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpilikh_vid_diyalnos_119545/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2014-050-13/і/149,050-13/і/149,2014-12-30,КП з питань будівництва житлових будинків «Житлоінвестбуд -УКБ»,31958324,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр») на земельній ділянці на вул. Здолбунівській (перетин вул. Тепловозної) в Дарницькому районі м. Києва,null,2014-12-30,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_ob039yektami_gospodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpil_231867/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва житлового будинку з об«єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр») на земельній ділянці на вул.Здолбунівській (перетин вул.Тепловозної) в Дарницькому районі,2014-12-26,1538,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_obyektami_gospodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpilikh_vid_diyalnos_119538/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/150,050-13/і/150,2015-03-12,ТОВ «МІСТО СПОРТУ»,38482600,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) по охороні, утриманню та експлуатації земель водного фонду м. Києва «ПЛЕСО»",23505151,"Облаштування спортивної бази для пляжного футболу, футболу та інших видів спорту на території пляжу «Венеція» острова Долобецький у Дніпровському районі м. Києва",null,2015-03-12,2030-03-12,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_231906/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до облаштування спортивної бази для пляжного футболу, футболу та інших видів спорту на території пляжу «Венеція» острова Долобецький у Дніпровському районі",2013-09-05,1534,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_oblashtuvannya_sportivno_bazi_dlya_plyazhnogo_futbolu_futbolu_ta_inshikh_vidiv_sportu_na_teritori_plyazhu_venetsiya_ostrova_dolobetskiy_u_dniprovskomu_rayoni_104215/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/151,050-13/і/151,2015-03-31,КП з питань будівництва житлових будинків «Житлоінвестбуд -УКБ»,31958324,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр») на земельній ділянці у пров. Платонівському у Солом'янському районі м. Києва,null,2015-03-31,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_realizatsi_investitsiynogo_proektu_budivnitstvo_zhitlovogo_budinku_z_ob039yektami_gospodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_ch/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва житлового будинку з об'єктами господарського та соціально-побутового призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності ГІБК «Еліта-Центр») на земельній ділянці у пров. Платонівському у Солом'янському районі,2015-03-25,268,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_obyektami_gopodarskogo_ta_sotsialno-pobutovogo_priznachennya_ta_pidzemnim_parkingom_vidilennyam_chastki_kvartir_dlya_poterpilikh_vid_diyalnosti__324181/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/152,050-13/і/152,2015-04-01,ТОВ «ГАМАІНВЕСТ»,38810402,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Печерська районна в місті Києві державна адміністрація,37401206,"Будівництво дитячого дошкільного закладу по вул. Старонаводницькій, 2-20 у Печерському районі",null,2015-04-01,"2025-04-01, але в будь-якому випадку до повного виконання сторонами своїх зобов'язань за інвестиційним договором",Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_budivnitstva_dityachogo_doshkilnogo_zakladu_po_vul_staronovodnitskiy_2-20_u_pecherskomu_rayoni/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до будівництва дитячого дошкільного закладу по вул. Старонаводницькій, 2-20 у Печерському районі",2015-03-05,196,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_dityachogo_doshkilnogo_zakladu_po_vul_staronavodnitskiy_2-20_u_pecherskomu_rayoni_323841/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/153,050-13/і/153,2015-06-08,ТОВ «Федерація баскетболу міста Києва»,38605556,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) по охороні, утриманню та експлуатації земель водного фонду м. Києва «ПЛЕСО»",23505151,Створення сучасної зони відпочинку з пляжного баскетболу на об'єкті «Венеція» (на острові Долобецький у Дніпровському районі м. Києва),null,2015-06-08,2030-06-08,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_231904/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до створення сучасної зони відпочинку з пляжного баскетболу на об'єкті «Венеція»,2013-09-09,1572,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_stvorennya_suchasno_zoni_vidpochinku_z_plyazhnogo_basketbolu_na_obyekti_venetsiya/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/154,050-13/і/154,2015-10-29,ТОВ «УКРЕКОТЕХ»,36412704,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна організація «Київський міський пологовий будинок № 5»,01993730,"Реконструкція Київського міського пологового будинку № 5 під Перинатальний центр з будівництвом приватного медичного закладу на просп. Червонозоряному, 2",null,2015-10-29,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Розірваний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_231835/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до реалізації проекту «Реконструкція Київського міського пологового будинку № 5 під Перинатальний центр з будівництвом приватного медичного закладу на просп. Червонозоряному, 2»",2015-10-01,987,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_realizatsi_proektu_rekonstruktsiya_kivskogo_miskogo_pologovogo_budinku__5_pid_perinatalniy_tsentr_z_budivnitstvom_privatnogo_medichnogo_zakladu_na_prosp_chervonozoryanomu_2_328109/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/155,050-13/і/155,2015-10-30,ТОВ «ІННОВАЦІЙНИЙ СПОРТИВНИЙ ПАРК»,38651639,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації),02231933,Облаштування спортивного парку на території парку «Муромець» у Деснянському районі м. Києва,null,2015-10-30,2030-10-30,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/ogoloshennya_pro_provedennya_investitsiynogo_konkursu_231905/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до облаштування спортивного парку на території парку культури та відпочинку Дружби народів у Деснянському районі,2013-09-09,1569,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_oblashtuvannya_sportivnogo_parku_na_teritori_parku_kulturi_ta_vidpochinku_druzhbi_narodiv_u_desnyanskomu_rayoni/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/156,050-13/і/156,2015-10-30,ТОВ «СТОЛИЧНИЙ ЦУМ»,37254825,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,Реконструкція підземного пішохідного переходу на примиканні вул. Б.Хмельницького до вул. Хрещатик з влаштуванням додаткового входу до Центрального універмагу (ЦУМ),null,2015-10-30,2025-10-30,Чинний,https://kyivcity.gov.ua/oholoshennia/oholoshennia_pro_provedennia_investytsiinoho_konkursu_iz_zaluchennia_investora_do_rekonstruktsii_pidzemnoho_pishokhidnoho_perekhodu_na_prymykanni_vul_b__khmelnytskoho_do_vul__khreshchatyk_z_vlashtuvanniam_dodatkovoho_vkhodu_do_tsentralnoho_univermahu/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора,2015-02-20,139,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_rekonstruktsi_pidzemnogo_perekhodu_na_primikanni_vul_b_khmelnitskogo_do_vul_khreschatik_z_vlashtuvannyam_dodatkovogo_vkhodu_do_tsentralnogo_univermagu_323629/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/157,050-13/і/157,2015-12-22,ТОВ «ЛЮКС А»,24077579,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом за адресою: вул. Лук'янівська (між вул. Глибочицькою) в Шевченківському районі м. Києва,null,2015-12-22,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/oholoshennia/kyivska_miska_derzhavna_administratsiia_oholoshuie_konkurs_iz_zaluchennia_investora_19941/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом за адресою: вул. Лук'янівська (між вул. Глибочицькою) в Шевченківському районі,2015-12-18,1218,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_zhitlovogo_budinku_z_obyektami_sotsialno-kulturnogo_priznachennya_ta_pidzemnim_parkingom_za_adresoyu_vul_lukyanivska_mizh_vul_glibochitskoyu_v_shevchenkivskomu_rayoni_329237/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/158,050-13/і/158,2015-12-25,ТОВ «КОНТЕНТ ДЕЛІВЕРІ НЕТВОРК»,38736443,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації),02012906,Будівництво Wi-Fi мережі в комунальних закладах охорони здоров'я територіальної громади міста Києва для надання послуги доступу до мережі Інтернет,null,2015-12-25,2025-12-25,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_231833/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до реалізації інвестиційного проекту «Будівництво Wi-Fi мережі в комунальних закладах охорони здоров'я територіальної громади міста Києва для надання послуги доступу до мережі Інтернет»,2015-12-03,1173,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_realizatsi_investitsiynogo_proektu_budivnitstvo_WI-FI_merezhi_v_komunalnikh_zakladakh_okhoroni_zdorovya_teritorialno_gromadi_mista_kiyeva_dlya_nadannya_poslugi_dostupu_do_merezhi_interne/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2015-050-13/і/159,050-13/і/159,2015-12-25,ТОВ «ФІРМА АРТ»,21578683,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київський метрополітен», Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київреклама»","03328913, 26199714","Облаштування місць для розміщення реклами на території, спорудах, зовнішніх та внутрішніх поверхнях рухомого складу, що знаходяться на балансі комунального підприємства «Київський метрополітен» (ЛОТ 1)",null,2015-12-25,2020-12-25,Виконаний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_231836/,null,Розпорядження,"Про затвердження переможця конкурсу із залучення інвестора до облаштування місць для розміщення реклами на території, спорудах, зовнішніх та внутрішніх поверхнях рухомого складу, що знаходяться на балансі комунального підприємства «Київський метрополітен» (ЛОТ 1)",2015-08-21,820,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_oblashtuvannya_mists_dlya_rozmischennya_reklami_na_teritori_sporudakh_zovnishnikh_ta_vnutrishnikh_poverkhnyakh_rukhomogo_skladu_scho_znakhoditsya_na_balansi_komunalnogo_pidpriyem_327236/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2016-050-13/і/160,050-13/і/160,2016-09-23,ТОВ «КАПИТАЛ»,32381903,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 18» виконавчого органу Київської міської ради (Київської міської державної адміністрації),01993776,"Будівництво медичного центру за рахунок площ Київської міської клінічної лікарні № 14 на вул. Зоологічній, 3 у Шевченківському районі",null,2016-09-23,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_231816/,null,Розпорядження,"Про затвердження переможця інвестиційного конкурсу із залучення інвестора до реалізації проекту «Будівництво медичного центру за рахунок площ Київської міської клінічної лікарні № 14 на вул. Зоологічній, 3 у Шевченківському районі»",2016-08-29,752,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_budivnitstva_medichnogo_tsentru_za_rakhunok_plosch_kivsko_misko_klinichno_likarni__14_na_vul_zoologichniy_3_u_shevchenkivskomu_rayoni_335846/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2016-050-13/і/161,050-13/і/161,2016-09-26,ТОВ «ЮР-АКВА»,34891687,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Управління освіти Оболонської районної в місті Києві державної адміністрації,37445442,Встановлення станцій доочистки питної води для додаткового забезпечення безкоштовною якісною питною водою закладів освіти Оболонського району (Лот 1),null,2016-09-26,2036-09-26,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_231815/,null,Розпорядження,Про затвердження переможця інвестиційного конкурсу із залучення інвестора до реалізації інвестиційного проекту «Встановлення станцій доочистки питної води для додаткового забезпечення безкоштовною якісною питною водою закладів освіти Оболонського району (Лот 1)»,2016-08-18,718,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_realizatsi_investitsiynogo_proektu_vstanovlennya_stantsiy_doochistki_pitno_vodi_dlya_dodatkovogo_zabezpechennya_bezkoshtovnoyu_yakisnoyu_pitnoyu_vodoyu_zakladiv_o_335712/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2016-050-13/і/162,050-13/і/162,2016-12-30,ТОВ «МОЛОДИЙ ЛІС»,35912200,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство по утриманню зелених насаджень Дарницького району м. Києва,31722949,Облаштування мотузкового парку на території регіонального ландшафтного парку «Партизанська слава»,null,2016-12-30,"2026-12-30, але в будь-якому випадку до повного виконання сторонами своїх зобов'язань за інвестиційним договором",Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до реалізації інвестиційного проекту «Облаштування мотузкового парку на території регіонального ландшафтного парку «Партизанська слава»,2016-12-08,1246,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_realizatsi_investitsiynogo_proektu_oblashtuvannya_motuzkovogo_parku_na_teritori_regionalnogo_landshaftnogo_parku_partizanska_slava_330106/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2017-050-13/і/163,050-13/і/163,2017-04-25,ТОВ «ЛР Глобус»,35234901,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03359026,"Облаштування підземного переходу між вулицями Костьольною, Михайлівською, Софіївською та Майданом Незалежності в Шевченківському районі",null,2017-04-25,"2027-04-25, але в будь-якому випадку до повного виконання сторонами своїх зобов'язань за інвестиційним договором",Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna__administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_do_oblashtuvannya__pidzemnogo_perekhodu_mizh_vulitsyami_kostolnoyu_mikhaylivskoyu_sofivskoyu__ta_maydanom_nezalezhnosti_v_shevchenkivskomu_rayoni/,null,Розпорядження,"Про затвердження переможця інвестиційного конкурсу із залучення інвестора до реалізації проекту «Облаштування підземного переходу між вулицями Костьольною, Михайлівською, Софіївською та Майданом Незалежності в Шевченківському районі»",2017-03-10,269,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_investitsiynogo_konkursu_iz_zaluchennya_investora_do_realizatsi_proektu_oblashtuvannya_pidzemnogo_perekhodu_mizh_vulitsyami_kostolnoyu_mikhaylivskoyu_sofivskoyu_ta_maydanom_nezalezhnosti_v_shevchenkivskomu_rayoni_342222/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2017-050-13/і/164,050-13/і/164,2017-05-30,ТОВ «СОВ-ІНВЕСТ»,34879874,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності групи інвестиційно-будівельних компаній «Еліта-Центр») на вул. Оноре де Бальзака (вул. Польова) в Деснянському районі,null,2017-05-30,До повного виконання сторонами своїх зобов'язань за інвестиційним договором,Чинний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiyaogoloshuye_konkurs_iz_zaluchennya_investora_dlya_budivnitstva_zhitlovogo_budinku_z_obyektami_sotsialno-kulturnogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpilikh_vid_diyalnosti_gibk/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва житлового будинку з об'єктами соціально-культурного призначення та підземним паркінгом (з виділенням частки квартир для потерпілих від діяльності групи інвестиційно-будівельних компаній «Еліта-Центр») на вул. Оноре де Бальзака (вул. Польова) в Деснянському районі,2017-02-14,157,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_dlya_budivnitstva_zhitlovogo_budinku_z_obyektami_sotsialno-kulturnogo_priznachennya_ta_pidzemnim_parkingom_z_vidilennyam_chastki_kvartir_dlya_poterpilikh_vid_diyalnosti_grupi_invest_341283/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2017-050-13/і/165,050-13/і/165,2017-06-27,ТОВ «А СКАЙ»,39910159,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації)",02147629,Будівництво спортивного комплексу на проспекті Генерала Ватутіна в Деснянському районі,null,2017-06-27,"2027-06-27, але в будь-якому випадку до повного виконання сторонами своїх зобов'язань за інвестиційним договором",Розірваний,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/kivska_miska_derzhavna_administratsiya_ogoloshuye_konkurs_iz_zaluchennya_investora_do_budivnitstva_sportivnogo_kompleksu_na_prospekti_generala_vatutina_v_desnyanskomu_rayoni/,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвестора до будівництва спортивного комплексу на проспекті Генерала Ватутіна в Деснянському районі,2017-06-26,746,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_peremozhtsya_konkursu_iz_zaluchennya_investora_do_budivnitstva_sportivnogo_kompleksu_na_prospekti_generala_vatutina_v_desnyanskomu_rayoni_345515/lkq30mhirn_kmda__746/,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
