uid,type,consumerType,unitAmountValue,unitAmountCurrency,unitName,status,providerName,providerId,validFrom,validThrough,legalActType,legalActTitle,legalActIssued,legalActNumber,legalActUrl,text,publisherName,publisherId
1066,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,інші споживачі,2838.06,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1067,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,релігійні організації,2495.57,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1068,послуга з постачання теплової енергії без ЦТП без ІТП з ВКО,населення,2765.44,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1069,"послуга з постачання теплової енергії без ЦТП без ІТП з ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1408.27,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1070,послуга з постачання гарячої води без ЦТП без ІТП без ВКО,населення,139.00,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1071,"послуга з постачання гарячої води без ЦТП без ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,75.96,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1072,послуга з постачання гарячої води без ЦТП без ІТП з ВКО,населення,159.58,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1073,"послуга з постачання гарячої води без ЦТП без ІТП з ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,75.96,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1074,послуга з постачання гарячої води без ЦТП без ІТП без ВКО,бюджетні установи,149.51,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1075,послуга з постачання гарячої води без ЦТП без ІТП без ВКО,інші споживачі,163.93,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2025-10-01,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ» для населення, бюджетних установ, інших споживачів та релігійних організацій",2025-09-15,52,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhen/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1076,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,населення,1899.49,UAH,Гкал,Чинний,ТОВ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР»,36844047,2025-10-06,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-01,59,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1077,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано, для споживачів будинків №№ 41-Г, 41-Д, 41-Є на проспекті Європейського Союзу",населення,1625.65,UAH,Гкал,Чинний,ТОВ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР»,36844047,2025-10-06,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-01,59,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1078,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано, для споживачів будинків №№ 8-А, 8-Б, 8-В, 8-Г на вулиці Братів Чибінєєвих",населення,1788.49,UAH,Гкал,Чинний,ТОВ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР»,36844047,2025-10-06,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-01,59,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1079,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,інші споживачі,3101.04,UAH,Гкал,Чинний,ТОВ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР»,36844047,2025-10-06,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-01,59,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1080,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,населення,2352.12,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії та гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1081,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано, для споживачів будинку № 32-б на вулиці Глибочицькій",населення,1642.60,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1082,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано, для споживачів будинку № 32-в на вулиці Глибочицькій",населення,1641.90,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1083,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,інші споживачі,3618.20,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1084,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Глибочицька, 32-а",населення,2405.42,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1085,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул.Глибочицька, 32-а протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1642.04,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1086,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Глибочицька, 32-а",інші споживачі,3671.10,UAH,Гкал,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1087,послуга з постачання гарячої води без ЦТП з ІТП без ВКО,населення,127.97,UAH,куб. м,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1088,"послуга з постачання гарячої води без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано для споживачів будинку № 32-б на вулиці Глибочицькій",населення,93.07,UAH,куб. м,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1089,"послуга з постачання гарячої води без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано для споживачів будинку № 32-в на вулиці Глибочицькій",населення,92.96,UAH,куб. м,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1090,"послуга з постачання гарячої води, що виробляється за допомогою САТ, окремо для багатоквартирного будинку, без ВКО, вул. Глибочицька, 32-а",населення,130.94,UAH,куб. м,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1091,"послуга з постачання гарячої води, що виробляється за допомогою САТ, окремо для багатоквартирного будинку, без ВКО, вул. Глибочицька, 32-а протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,93.11,UAH,куб. м,Чинний,ТОВ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»,38482930,2025-10-20,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЕРШИЙ УКРАЇНСЬКИЙ ЕКСПЕРТНИЙ ЦЕНТР» для населення та інших споживачів",2025-10-14,67,https://kyivcity.gov.ua/npa/rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachanny/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1092,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,населення,2227.97,UAH,Гкал,Чинний,ТОВ «КОМФОРТ-ТАУН»,37652914,2025-11-10,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОМФОРТ-ТАУН» для населення та інших споживачів",2025-11-05,79,https://kyivcity.gov.ua/npa/NPA_1035251/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
1093,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1654.41,UAH,Гкал,Чинний,ТОВ «КОМФОРТ-ТАУН»,37652914,2025-11-10,2026-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОМФОРТ-ТАУН» для населення та інших споживачів",2025-11-05,79,https://kyivcity.gov.ua/npa/NPA_1035251/,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
