uId,title,legalActTitle,type,objective,isVersionOfId,isVersionOfTitle,creatorName,creatorId,creationEndDate,url,text,bibliographicCitation,submissionDate,authorityName,authorityId
KMVA-2025-03,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,Розпорядження начальника Київської міської військової адміністрації «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,Внесення змін до регуляторного акта,"Втрата чинності тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров'я, у зв'язку з внесенням змін до статутів цих закладів стосовно надання їм права самостійно визначати плату за надання платних послуг з медичного обслуговування, що надаються поза договорами про медичне обслуговування населення, укладеними з Національною службою здоров'я України, а також набранням чинності Законом України «Про внесення змін до деяких законодавчих актів України щодо удосконалення надання медичної допомоги» від 01.07.2022 № 2347-ІХ",2015-11,"Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров'я",Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),4633423,2025-12-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/proyekt_rozporyadzhennya__nachalnika_kivsko_misko_viyskovo_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171/,Проєкт,null,null,Київська міська військова адміністрація,00022527
KMVA-2025-04,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,Розпорядження начальника Київської міської військової адміністрації «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,Внесення змін до регуляторного акта,"Втрата чинності тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надають державні та комунальні заклади охорони здоров'я, у зв'язку з внесенням змін до статутів комунальних закладів охорони здоров'я стосовно надання їм права самостійно визначати плату за надання платних послуг з медичного обслуговування, що надаються поза договорами про медичне обслуговування населення, укладеними з Національною службою здоров'я України, а також набранням чинності Законом України «Про внесення змін до деяких законодавчих актів України щодо удосконалення надання медичної допомоги» від 01.07.2022 № 2347-ІХ",2015-08,"Про встановлення тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надають лікувально-профілактичні державні та комунальні заклади охорони здоров'я",Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),4633423,2025-12-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/proyekt_rozporyadzhennya__nachalnika_kivsko_misko_viyskovo_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_11_chervnya_2015_roku__557/,Проєкт,null,null,Київська міська військова адміністрація,00022527
KMVA-2025-05,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 грудня 2018 року № 2341»,Розпорядження начальника Київської міської військової адміністрації «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 грудня 2018 року № 2341»,Внесення змін до регуляторного акта,"Перегляд розміру плати за тимчасове користування місцями, що перебувають у комунальній власності територіальної громади міста Києва, для розміщення рекламних засобів з метою ефективного використання майна територіальної громади міста Києва",2018-01,"Про затвердження Порядку визначення розміру плати за тимчасове користування місцями, що перебувають у комунальній власності територіальної громади міста Києва, для розміщення рекламних засобів",Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),4633423,2025-12-31,null,null,null,null,Київська міська військова адміністрація,00022527
KMVA-2025-06,«Про затвердження Змін до Порядку функціонування автоматизованої системи обліку оплати «Проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності»,Розпорядження начальника Київської міської військової адміністрації «Про затвердження Змін до Порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності»,Внесення змін до регуляторного акта,"Приведення Порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності, затвердженого розпорядженням виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 жовтня 2018 року № 1887, зареєстрованим у Головному територіальному управлінні юстиції у місті Києві 24 жовтня 2018 року за № 221/2069, у відповідність із Законом України від 05 червня 2024 року № 3778-ІХ «Про внесення змін до деяких законодавчих актів України щодо впровадження електронних квитків на автомобільному та міському електричному транспорті»",2018-08,Про затвердження порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті незалежно від форм власності,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),4633423,2025-12-31,null,null,null,null,Київська міська військова адміністрація,00022527
KMVA-2025-07,"«Про встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві»","Розпорядження начальника Київської міської військової адміністрації «Про встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження улично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві»",Прийняття нового регуляторного акта,"Встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві",null,null,Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації),37405284,2025-12-31,null,null,null,null,Київська міська військова адміністрація,00022527
KMVA-2025-08,"«Про встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києві»","Розпорядження начальника Київської міської військової адміністрації «Про встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києві»",Прийняття нового регуляторного акта,"Встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києві",null,null,Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації),37405284,2025-12-31,null,null,null,null,Київська міська військова адміністрація,00022527
KMDA-2025-01,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 грудня 2018 року № 2341»,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 грудня 2018 року № 2341»,Внесення змін до регуляторного акта,"Перегляд розміру плати за тимчасове користування місцями, що перебувають у комунальній власності територіальної громади міста Києва, для розміщення рекламних засобів з метою ефективного використання Перегляд розміру плати за тимчасове користування місцями, що перебувають у комунальній власності територіальної громади міста Києва, для розміщення рекламних засобів з метою ефективного використання майна територіальної громади міста Києва",2018-01,"Про затвердження Порядку визначення розміру плати за тимчасове користування місцями, що перебувають у комунальній власності територіальної громади міста Києва, для розміщення рекламних засобів",Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),4633423,2025-12-31,null,null,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
KMDA-2025-02,«Про внесення Змін до Порядку функціонування автоматизованої системи обліку оплати «Проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності»,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення Змін до Порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності»,Внесення змін до регуляторного акта,"Приведення Порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності,затвердженого розпорядженням виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 22 жовтня 2018 року № 1887, зареєстрованим у Головному територіальному управлінні юстиції у місті Києві 24 жовтня 2018 року за № 221/2069, у відповідність із Законом України від 05 червня 2024 року № 3778-IX«Про внесення змін до деяких законодавчих актів України щодо впровадження електронних квитків на автомобільному та міському електричному транспорті»",2018-10,Про приведення Порядку функціонування автоматизованої системи обліку оплати проїзду в міському пасажирському транспорті міста Києва незалежно від форм власності,Департамент інформаційно-комунікаційних технологій виконавчого органу Київської міської ради (Київської міської державної адміністрації),40918711,2025-12-31,null,null,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
KMDA-2025-03,"«Про встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві»","Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження улично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві»",Прийняття нового регуляторного акта,"Встановлення коефіцієнтів завантаженості відведених майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування відведеними майданчиками для платного паркування транспортних засобів у місті Києві",null,null,Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації),37405284,2025-12-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/proyekt_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vstanovlennya_koefitsiyentiv_zavantazhenosti_vidvedenikh_maydanchikiv_dlya_platnogo_parkuvannya_transportnikh_zasobiv_ta_koefitsiyentiv_dlya_dosyagnenn/,Проєкт,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
KMDA-2025-04,"«Про встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для ормування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києвіро внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»","Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації ) «Про встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києві»",Прийняття нового регуляторного акта,"Встановлення коефіцієнтів завантаженості спеціально обладнаних майданчиків для платного паркування транспортних засобів та коефіцієнтів для досягнення оптимального завантаження вулично-дорожньої мережі, які використовуються для формування тарифів на послуги з користування спеціально обладнаними майданчиками для платного паркування транспортних засобів у місті Києві",null,null,Департамент транспортної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації),37405284,2025-12-31,null,null,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
KMDA-2025-05,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 07 листопада 2013 року № 2027»,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 07 листопада 2013 року № 2027»,Внесення змін до регуляторного акта,Збільшення періоду розміщення сезонних майданчиків для харчування біля стаціонарних закладів ресторанного господарства в місті Києві,2013-01,Про затвердження Порядку розміщення сезонних майданчиків для харчування біля стаціонарних закладів ресторанного господарства в місті Києві,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),24250279,2025-12-31,null,null,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
KMDA-2025-06,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 02 квітня 2015 року № 300»,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 02 квітня 2015 року № 300»,Внесення змін до регуляторного акта,"Приведення у відповідність з рішенням Київської міської ради від 13 червня 2024 року № 915/8881 «Про затвердження Положення про тимчасове користування окремими елементами благоустрою комунальної власності для розміщення тимчасових споруд торговельного, побутового, соціально-культурного чи іншого призначення, та внесення змін до деяких рішень Київської міської ради» в частині засобів пересувної дрібнороздрібної торговельної мережі",2015-10,Про затвердження Порядку розміщення засобів пересувної дрібнороздрібної торговельної мережі та об'єктів сезонної дрібнороздрібної торговельної мережі в місті Києві,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),24250279,2025-12-31,null,null,null,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
