uid,title,acceptedDate,issuedDate,type,url,text,creatorName,publisherName,publisherId
100-1,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 9 місяців 2024 року,null,2024-10-08,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/2024/zvit-za-9m-2024.docx,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-2,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I півріччя 2024 року,null,2024-07-08,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/2024/zvit-za-1-pivrichchia-2024.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-3,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I квартал 2024 року,null,2024-04-03,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/2024/pro-pidsumky-roboty-zi-zvernenniamy-za-1kv-2024.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-4,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 2023 рік,null,2023-12-05,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-2023.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-5,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 9 місяців 2023 року,null,2023-10-05,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-9m-2023.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-6,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I півріччя 2023 року,null,2023-07-05,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-1-pivrichchia-2023.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-7,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 2022 рік,null,2023-01-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-2022.docx,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-8,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 2021 рік,null,2022-01-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-2021.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-9,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 9 місяців 2021 року,null,2021-10-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-9m-2021.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-10,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I півріччя 2021 року,null,2021-07-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-1-pivrichchia-2021.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-11,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I квартал 2021 року,null,2021-04-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-1kv-2021.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-12,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 2020 рік,null,2021-01-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-2020.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-13,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за 9 місяців 2020 року,null,2020-10-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-9m-2020.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-14,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I півріччя 2020 року,null,2020-07-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-1-pivrichchia-2020.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-15,Звіт про організацію роботи із зверненням громадян в Голосіївській районній в місті Києві державній адміністрації за I квартал 2020 року,null,2020-04-15,Звіти з питань звернень громадян,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/pryiom-hromadian/zvit-za-1kv-2020.doc,null,Відділ роботи із зверненнями громадян,Голосіївська районна в місті Києві державна адміністрація,37308812
100-16,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в листопаді 2024 року",null,2024-12-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-11.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-17,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в жовтні 2024 року",null,2024-11-02,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-10.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-18,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в вересні 2024 року",null,2024-10-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-09.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-19,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в серпні 2024 року",null,2024-09-03,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-08.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-20,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в липні 2024 року",null,2024-08-12,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-07.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-21,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в червні 2024 року",null,2024-07-30,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-06.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-22,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в травні 2024 року",null,2024-06-18,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-05.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-23,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в квітні 2024 року",null,2024-05-13,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-04.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-24,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в березні 2024 року",null,2024-04-25,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-03.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-25,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в лютому 2024 року",null,2024-03-13,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-02.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-26,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в січні 2024 року",null,2024-02-14,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2024/dostup-do-publ.info-01.2024.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-27,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в грудні 2023 року",null,2024-01-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-12.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-28,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в листопаді 2023 року",null,2023-12-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-11.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-29,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в жовтні 2023 року",null,2023-11-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-10.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-30,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в вересні 2023 року",null,2023-10-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-09.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-31,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в серпні 2023 року",null,2023-09-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-08.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-32,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в липні 2023 року",null,2023-08-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-07.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-33,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в червні 2023 року",null,2023-07-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-06.2023.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-34,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в травні 2023 року",null,2023-06-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-05.2023.pdf,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-35,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в квітні 2023 року",null,2023-05-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-04.2023.pdf,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-36,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в березні 2023 року",null,2023-04-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-03.2023.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-37,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в лютому 2023 року",null,2023-03-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-02.2023.pdf,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-38,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в січні 2023 року",null,2023-02-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2023/dostup-do-publ.info-01.2023.pdf,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-39,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в грудні 2022 року",null,2023-01-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-12.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-40,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в листопаді 2022 року",null,2022-12-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-11.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-41,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в жовтні 2022 року",null,2022-11-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-10.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-42,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в вересні 2022 року",null,2022-10-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-09.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-43,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в серпні 2022 року",null,2022-09-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-08.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-44,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в липні 2022 року",null,2022-08-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-07.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-45,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в червні 2022 року",null,2022-07-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-06.2022.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-46,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в травні 2022 року",null,2022-06-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-05.2022.pdf,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-47,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в лютому, березні, квітні 2022 року",null,2022-05-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-02-03-04.2022.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-48,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в січні 2022 року",null,2022-02-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2022/dostup-do-publ.info-01.2022.docx,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-49,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в грудні 2021 року",null,2022-01-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-12.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-50,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в листопаді 2021 року",null,2021-12-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-11.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-51,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в жовтні 2021 року",null,2021-11-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-10.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-52,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в вересні 2021 року",null,2021-10-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-09.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-53,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в серпні 2021 року",null,2021-09-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-08.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-54,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в липні 2021 року",null,2021-08-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-07.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-55,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в червні 2021 року",null,2021-07-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-06.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-56,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в травні 2021 року",null,2021-06-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-05.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-57,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в квітні 2021 року",null,2021-05-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-04.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-58,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в березні 2021 року",null,2021-04-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-03.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-59,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в лютому 2021 року",null,2021-03-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-02.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-60,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в січні 2021 року",null,2021-02-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2021/dostup-do-publ.info-01.2021.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-61,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в грудні 2020 року",null,2021-01-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2020/dostup-do-publ.info-12.2020.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
100-62,"Звіт про задоволення запитів на отримання публічної інформації, що надійшли до Голосіївської районної в місті Києві державної адміністрації в листопаді 2020 року",null,2020-12-04,Звіти щодо задоволення запитів на інформацію,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/dostup-do-publichnoi-informatsii/2020/dostup-do-publ.info-11.2020.doc,null,Відділ організації діловодства та контролю,Голосіївська районна в місті Києві державна адміністрація,37308812
