uid,vehicleNumber,vehicleVin,bodyType,brand,model,year,agencyId,agencyName,routeId,status,dateFrom,dateUntil,capacity,capacitySeated,capacityStanding,wheelchairAccessible,isLowFloor,bikesAllowed
71.3,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
71.4,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
71.5,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
71.6,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
71.7,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
71.8,null,null,автобус,null,null,null,32527677,ТОВ Радонь,504,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.11,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
72.12,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,509,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
73.1,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.2,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.3,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.4,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.5,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.6,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.7,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
73.8,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,510,Використовується,null,null,null,не менше 21,null,0,null,0
74.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.11,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
74.12,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,511,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
75.1,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
75.2,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
75.3,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
75.4,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
75.5,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
75.6,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,513,Використовується,null,null,null,не менше 21,null,0,null,0
76.1,null,null,автобус,null,null,null,24102067,ПП Парк,518,Використовується,null,null,null,не менше 21,null,0,null,0
76.2,null,null,автобус,null,null,null,24102067,ПП Парк,518,Використовується,null,null,null,не менше 21,null,0,null,0
77.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.11,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
77.12,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,526,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
79.1,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.2,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.3,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.4,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.5,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.6,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.7,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.8,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.9,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.1,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.12,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529,Використовується,null,null,null,не менше 21,null,0,null,0
79.13,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,529к,Використовується,null,null,null,не менше 21,null,0,null,0
80.1,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.2,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.3,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.4,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.5,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.6,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
80.7,null,null,автобус,null,null,null,32527677,ТОВ Радонь,530,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
81.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.5,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.6,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.7,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.8,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
81.9,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,535,Використовується,null,null,null,не менше 21,null,0,null,0
82.1,null,null,автобус,null,null,null,24102067,ПП Парк,537,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
82.2,null,null,автобус,null,null,null,24102067,ПП Парк,537,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
82.3,null,null,автобус,null,null,null,24102067,ПП Парк,537,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
82.4,null,null,автобус,null,null,null,24102067,ПП Парк,537,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
83.1,null,null,автобус,null,null,null,32527677,ТОВ Радонь,539,Використовується,null,null,null,не менше 21,null,0,null,0
83.2,null,null,автобус,null,null,null,32527677,ТОВ Радонь,539,Використовується,null,null,null,не менше 21,null,0,null,0
83.3,null,null,автобус,null,null,null,32527677,ТОВ Радонь,539,Використовується,null,null,null,не менше 21,null,0,null,0
83.4,null,null,автобус,null,null,null,32527677,ТОВ Радонь,539,Використовується,null,null,null,не менше 21,null,0,null,0
83.5,null,null,автобус,null,null,null,32527677,ТОВ Радонь,539,Використовується,null,null,null,не менше 21,null,0,null,0
84.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,542,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
84.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,542,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
84.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,542,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
84.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,542,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
85.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,544,Використовується,null,null,null,не менше 21,null,0,null,0
85.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,544,Використовується,null,null,null,не менше 21,null,0,null,0
85.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,544,Використовується,null,null,null,не менше 21,null,0,null,0
85.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,544,Використовується,null,null,null,не менше 21,null,0,null,0
86.1,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.2,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.3,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.4,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.5,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.6,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.7,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.8,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.9,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.1,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.11,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.12,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.13,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.14,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.15,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.16,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.17,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
86.18,null,null,автобус,null,null,null,32159460,ТОВ Ярославь-Авто,545,Використовується,null,null,null,не менше 21,null,0,null,0
87.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
87.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,550,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.5,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.6,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.7,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
88.8,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,555,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
89.1,null,null,автобус,null,null,null,43700504,ТОВ Деснянська Автобаза,556,Використовується,null,null,null,null,null,0,null,0
89.2,null,null,автобус,null,null,null,43700504,ТОВ Деснянська Автобаза,556,Використовується,null,null,null,null,null,0,null,0
89.3,null,null,автобус,null,null,null,43700504,ТОВ Деснянська Автобаза,556,Використовується,null,null,null,null,null,0,null,0
89.4,null,null,автобус,null,null,null,43700504,ТОВ Деснянська Автобаза,556,Використовується,null,null,null,null,null,0,null,0
90.1,null,null,автобус,null,null,null,32527677,ТОВ Радонь,557,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
90.2,null,null,автобус,null,null,null,32527677,ТОВ Радонь,557,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
90.3,null,null,автобус,null,null,null,32527677,ТОВ Радонь,557,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
90.4,null,null,автобус,null,null,null,32527677,ТОВ Радонь,557,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
90.5,null,null,автобус,null,null,null,32527677,ТОВ Радонь,557,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
91.1,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,566,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
91.2,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,566,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
91.3,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,566,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
91.4,null,null,автобус,null,null,null,33305729,ТОВ Кийтранс-2005,566,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
92.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,567,Використовується,null,null,null,не менше 21,null,0,null,0
92.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,567,Використовується,null,null,null,не менше 21,null,0,null,0
92.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,567,Використовується,null,null,null,не менше 21,null,0,null,0
93.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
93.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
93.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
93.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
93.5,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
93.6,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,569,Використовується,null,null,null,не менше 21,null,0,null,0
94.1,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.2,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.3,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.4,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.5,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.6,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.7,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.8,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.9,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
94.1,null,null,автобус,null,null,null,24102067,ПП Парк,575,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
95.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,577,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
95.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,577,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
95.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,577,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
95.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,577,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
96.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,578,Використовується,null,null,null,не менше 21,null,0,null,0
96.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,578,Використовується,null,null,null,не менше 21,null,0,null,0
96.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,578,Використовується,null,null,null,не менше 21,null,0,null,0
96.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,578,Використовується,null,null,null,не менше 21,null,0,null,0
96.5,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,578,Використовується,null,null,null,не менше 21,null,0,null,0
97.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
97.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,580,Використовується,null,null,null,не менше 21,null,0,null,0
98.1,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,586,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
98.2,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,586,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
98.3,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,586,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
98.4,null,null,автобус,null,null,null,30977976,ПП АВЕН-ЄЗЄР,586,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
99.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.2,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.3,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.4,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.5,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.6,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.7,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.8,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.9,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
99.1,null,null,автобус,null,null,null,30056005,ПП Універсал-Транс,590,Використовується,null,null,null,не менше 21,null,0,null,0
100.1,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.2,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.3,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.4,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.5,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.6,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.7,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
100.8,null,null,автобус,null,null,null,32527677,ТОВ Радонь,598Д,Використовується,null,null,не менше 50,не менше 21,null,0,null,0
