facility_id,osm_ref,category,subtype,name,operator,ownership,addr_street,addr_housenumber,grid_id,power_source_id,power_source_name,power_zone_id,power_connection_type,backup_power,backup_power_capacity_kw,dependency_confidence,dependency_notes,source
osm_node_4441956742,node/4441956742,education,college,,Київський національний університет технодогій та дизайну,,,,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_129761348,way/129761348,education,college,,,,вулиця Сільгосп Технікум,30,kyiv_grid_02_01,,,,,,,,,OpenStreetMap Overpass API
osm_way_344965220,way/344965220,education,college,,,,Велика Кільцева вулиця,4-А,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1435501617,way/1435501617,education,college,,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_115827327,way/115827327,education,college,,,,вулиця Ореста Васкула,54,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_376524280,way/376524280,education,college,,,,Клавдіївська вулиця,22,kyiv_grid_02_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1390895692,way/1390895692,education,college,,,,,,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_100739339,way/100739339,education,college,,,,Львівська вулиця,2/4,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1296594763,way/1296594763,education,college,,,,,,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_100224842,way/100224842,education,college,,,,вулиця Ігоря Турчина,6,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_232921044,way/232921044,education,college,,,,,,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_110285062,way/110285062,education,college,,,,Васильківська вулиця,20,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_642677407,way/642677407,education,college,,,,,,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_151331430,way/151331430,education,college,,,,вулиця Миколи Шепелєва,3,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_38633234,way/38633234,education,college,,,,Вінницька вулиця,10,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_38633242,way/38633242,education,college,,,,проспект Повітряних Сил,53,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_38633243,way/38633243,education,college,,,,проспект Повітряних Сил,53,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_222239471,way/222239471,education,college,,,,Метробудівська вулиця,5-А,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_104347604,way/104347604,education,college,,,,Машинобудівна вулиця,48,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_341066948,way/341066948,education,college,,,,Грушецька вулиця,13,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_107098664,way/107098664,education,college,,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_36192826,way/36192826,education,college,,,,Єреванська вулиця,12-А,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1468523632,way/1468523632,education,college,,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_32725916,way/32725916,education,college,,,,проспект Повітряних Сил,35,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_32725921,way/32725921,education,college,,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_29083696,way/29083696,education,college,,,,Соломʼянська вулиця,7,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1416703418,way/1416703418,education,college,,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_100739100,way/100739100,education,college,,,,Стадіонний провулок,1/5,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_129944285,way/129944285,education,college,,,,Шулявська вулиця,10/12в,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_133511815,way/133511815,education,college,,,,бульвар Тараса Шевченка,56,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_160934484,way/160934484,education,college,,,,вулиця Олександра Кониського,11,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1420558732,way/1420558732,education,college,,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_31506673,way/31506673,education,college,,,,вулиця Джона Маккейна,29,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_31528175,way/31528175,education,college,,,,вулиця Іоанна Павла II,17,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_173985831,way/173985831,education,college,,,,Предславинська вулиця,6,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_43101872,way/43101872,education,college,,,,провулок Івана Козловського,3,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_42975630,way/42975630,education,college,,,,вулиця Генерала Алмазова,45/1,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_50805911,way/50805911,education,college,,,,вулиця Князів Острозьких,45/1к33,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_47233833,way/47233833,education,college,,,,вулиця Михайла Омеляновича-Павленка,3,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_44559439,way/44559439,education,college,,,,Левандовська вулиця,6,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_100738447,way/100738447,education,college,,,,Новоукраїнська вулиця,24-А,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_107484414,way/107484414,education,college,,,,вулиця Вʼячеслава Чорновола,24,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1429586624,way/1429586624,education,college,,,,,,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_97118421,way/97118421,education,college,,,,,,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_581534608,way/581534608,education,college,,,,Бережанська вулиця,5,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_83874067,way/83874067,education,college,,,,вулиця Левка Лукʼяненка,13-Б,kyiv_grid_05_06,,,,,,,,,OpenStreetMap Overpass API
osm_way_40959301,way/40959301,education,college,,,,вулиця Нижній Вал,37,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_40959302,way/40959302,education,college,,,,Межигірська вулиця,24-Б,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_24528269,way/24528269,education,college,,,,проспект Володимира Івасюка,2,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_43162654,way/43162654,education,college,,,,Старосільська вулиця,2,kyiv_grid_07_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_113516217,way/113516217,education,college,,,,Старосільська вулиця,2,kyiv_grid_07_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_31027748,way/31027748,education,college,,,,Привокзальна вулиця,14/2,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_81528321,way/81528321,education,college,,,,Харківське шосе,15,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1089440646,way/1089440646,education,college,,,,Пластова вулиця,7,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_28867992,way/28867992,education,college,,,,проспект Леоніда Каденюка,16,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_496087731,way/496087731,education,college,,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_97705215,way/97705215,education,college,,,,проспект Леоніда Каденюка,22,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1391650794,way/1391650794,education,college,,,,Бориспільська вулиця,5,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_43293260,way/43293260,education,college,,,,Бориспільська вулиця,5,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_97212086,way/97212086,education,college,,,,Бориспільська вулиця,5,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_34285838,way/34285838,education,college,,,,Горлівська вулиця,220,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_98875320,way/98875320,education,college,,,,,4,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_34285844,way/34285844,education,college,,,,Харківське шосе,210,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_108234929,way/108234929,education,college,,,,вулиця Якова Гніздовського,1-Б,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_33746014,way/33746014,education,college,,,,вулиця Василя Іваниса,4,kyiv_grid_08_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_123265367,way/123265367,education,college,,,,бульвар Незалежності,14-Б,kyiv_grid_11_06,,,,,,,,,OpenStreetMap Overpass API
osm_relation_13763920,relation/13763920,education,college,,,,проспект Леся Курбаса,2-А,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_2168481,relation/2168481,education,college,,,,бульвар Ігоря Шамо,18/2,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_2133175,relation/2133175,education,college,,,,вулиця Митрополита Андрея Шептицького,5-А,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_128351449,way/128351449,education,college,Anton Makarenko Professional Pedagogical College,,,вулиця Вʼячеслава Чорновола,24,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_11389508443,node/11389508443,education,college,International European University,,,,,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_4128918,relation/4128918,education,college,Інститут газу НАН України,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_9320387088,node/9320387088,education,college,Інститут дизайну,,,,,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_360734731,way/360734731,education,college,Інститут механізації та електрифікації сільського господарства,,,,,kyiv_grid_01_00,,,,,,,,,OpenStreetMap Overpass API
osm_way_33114250,way/33114250,education,college,Інститут інноваційних технологій і змісту освіти,,,вулиця Митрополита Василя Липківського,36,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_313625023,way/313625023,education,college,Ірпінський економічний колледж,,,вулиця Івана Драча,11,kyiv_grid_00_06,,,,,,,,,OpenStreetMap Overpass API
osm_way_80347741,way/80347741,education,college,Адміністративно-навчальний корпус Київської духовної академії і семінарії,,,,64,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_3180049695,node/3180049695,education,college,Академія економіки,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1348001616,way/1348001616,education,college,Академія сучасного мистецтва ім. Сальвадора Далі,,,,,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_relation_15967792,relation/15967792,education,college,Академія управління МВС,,,,,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_480956611,way/480956611,education,college,Боярський коледж екології і природних ресурсів,,,,,kyiv_grid_02_01,,,,,,,,,OpenStreetMap Overpass API
osm_way_1162516610,way/1162516610,education,college,Броварський професійний ліцей,"Державний професійно-технічний навчальний заклад ""Броварський професійний ліцей""",,бульвар Незалежності,14-Б,kyiv_grid_11_06,,,,,,,,,OpenStreetMap Overpass API
osm_node_8034180317,node/8034180317,education,college,Біблійна семінарія благодаті,,,вулиця Климента Квітки,12,kyiv_grid_07_06,,,,,,,,,OpenStreetMap Overpass API
osm_relation_5187213,relation/5187213,education,college,Вище професійне училище НАУ,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_45892028,way/45892028,education,college,Вище професійне училище будівництва та автотранспорту,,,Болсуновська вулиця,31-37,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_643010047,way/643010047,education,college,Еколого-природничий ліцей №116 міста Києва,,,,,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_node_6122411176,node/6122411176,education,college,Економіко-правовий коледж,Київський кооперативний інститут бізнесу і права,,,,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_150549811,way/150549811,education,college,КПЕК,,,Білицька вулиця,38-Б,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1435477908,way/1435477908,education,college,"КПК ""СИНЕРГІЯ""",,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1178768177,way/1178768177,education,college,Київська Богословська Семінарія,,,,,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_1346142524,node/1346142524,education,college,Київська академія перукарського мистецтва,,,,,kyiv_grid_07_06,,,,,,,,,OpenStreetMap Overpass API
osm_node_12432131238,node/12432131238,education,college,Київська православна богословська академія,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_118043006,way/118043006,education,college,Київська технічна школа залізничного транспорту,Південно-Західна залізниця,,Берестейський проспект,102,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_12017971,relation/12017971,education,college,Київське вище професійне училище водного транспорту,,,,,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_relation_8632399,relation/8632399,education,college,Київське вище професійне училище залізничного транспорту ім. В. С. Кудряшова,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_4867838,relation/4867838,education,college,Київське вище професійне училище машинобудування та комп`ютерно-інтегрованих технологій,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_108216076,way/108216076,education,college,Київське вище професійне училище технологій та дизайну одягу,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1454106084,way/1454106084,education,college,Київське вище професійне училище швейного та перукарського мистецтва,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_7656123666,node/7656123666,education,college,Київське державне хореографічне училище,,,Парково-Сирецька вулиця,4,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1424950504,way/1424950504,education,college,Київський Коледж Зв’язку,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_621636493,way/621636493,education,college,Київський електромеханічний коледж,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_14505745,relation/14505745,education,college,Київський енергетичний коледж,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_71517802,way/71517802,education,college,Київський коледж зв’язку,,,вулиця Леонтовича,11,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1041307509,way/1041307509,education,college,Київський коледж легкої промисловості,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_4174256,relation/4174256,education,college,Київський медичний коледж імені П. І. Гаврося,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_192594997,way/192594997,education,college,Київський медичний коледж №3,,,,,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_23634989,way/23634989,education,college,Київський механіко-технологічний коледж,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_13090987,relation/13090987,education,college,Київський міський медичний коледж,,,,,kyiv_grid_07_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1064959026,way/1064959026,education,college,Київський професійний будівельний ліцей,,,,,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_1449980684,way/1449980684,education,college,Київський професійний енергетичний коледж,,,,,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_relation_5223345,relation/5223345,education,college,Київський професійний коледж,,,Гарматна вулиця,10,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_260988188,way/260988188,education,college,Київський професійний коледж будівництва і архітектури,,,,,kyiv_grid_02_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_891733672,way/891733672,education,college,Київський професійний коледж з посиленою військовою та фізичною підготовкою,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_344963391,way/344963391,education,college,Київський професійний коледж сфери послуг,,,,,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_260988187,way/260988187,education,college,Київський професійний ліцей будівництва і комунального господарства,,,,,kyiv_grid_02_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1041307511,way/1041307511,education,college,Київський технікум електронних приладів,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_110285072,way/110285072,education,college,Київський транспортно-економічний коледж (КТЕК НТУ),Національний транспортний університет,,Васильківська вулиця,20,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_1064959024,way/1064959024,education,college,Київський університет інтелектуальної власності та права НУОЮА,,,,,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_1391649959,way/1391649959,education,college,Київський фаховий коледж комп'ютерних технологій та економіки КАІ,,,,,kyiv_grid_08_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_13253930673,node/13253930673,education,college,Київський фаховий коледж ресторанного господарства НУХТ,,,вулиця Дмитра Дорошенка,57,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1414223802,way/1414223802,education,college,Київський фаховий коледж транспортної інфраструктури,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_3160458205,node/3160458205,education,college,Київський хореографічний коледж,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_13017364862,node/13017364862,education,college,Київський хореографічний коледж,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_151080398,way/151080398,education,college,Київський центр професійно-технічної освіти,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_685806538,way/685806538,education,college,Київський індустріальний коледж,Київський національний університет будівництва та архітектури,,Новоукраїнська вулиця,24-А,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1272602861,way/1272602861,education,college,Коледж Лівобережний,,,,,kyiv_grid_07_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_70145523,way/70145523,education,college,"Коледж будівництва, архітектури та дизайну",,,Стадіонна вулиця,2/10,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_37431435,way/37431435,education,college,Коледж геологорозвідувальних технологій,,,вулиця Василя Тютюнника,9,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_81247749,way/81247749,education,college,Коледж культури і мистецтв,,,вулиця Івана Мазепи,15,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_160523261,way/160523261,education,college,Коледж морського і річкового флоту ім. Конашевича,,,,,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_node_6597324007,node/6597324007,education,college,"Коледж університету ""Україна""",,,вулиця Олега Онікієнка,61,kyiv_grid_11_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_37430060,way/37430060,education,college,Коледж хореографічного мистецтва «Київська муніципальна академія танцю імені Сержа Лифаря»,,,вулиця Костянтина Данькевича,4-А,kyiv_grid_07_06,,,,,,,,,OpenStreetMap Overpass API
osm_way_435229649,way/435229649,education,college,Кібіт,Кібіт,,,,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_45565570,way/45565570,education,college,Магістерський корпус КМА,,,,,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_581168635,way/581168635,education,college,Мистецький інститут,,,Бережанська вулиця,5,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1506794959,way/1506794959,education,college,Міжшкільний навчально - виробничий комбінат Святошинського району,,,,,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_4128927,relation/4128927,education,college,Навчальний комбінат Київпастранс,Київпастранс,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_509429462,way/509429462,education,college,Національна Академія Управління,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_4253033479,node/4253033479,education,college,Національна академія керіваних кадрів культури та мистецтв (НАКККіМ),,,вулиця Івана Мазепи,9,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_951555258,way/951555258,education,college,ОК імені Івана Піддубного,,,,,kyiv_grid_08_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_1429210811,way/1429210811,education,college,Оптико-механічний коледж Київського національного університету імені Тараса Шевченка,,,,,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_7966054402,node/7966054402,education,college,Освітній простір «Ренессанс-Ді»,,,,,kyiv_grid_00_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_232249798,way/232249798,education,college,ПТУ №35,,,,,kyiv_grid_06_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_52463364,way/52463364,education,college,Перший Київський Медичний Коледж,,,вулиця Юрія Іллєнка,14,kyiv_grid_04_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_688865894,way/688865894,education,college,Перший Київський медичний колледж,,,вулиця Ігоря Турчина,6,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_relation_5187217,relation/5187217,education,college,Промислово-економічний коледж НАУ,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_131207733,way/131207733,education,college,Професійно-педагогічний коледж ім. Антона Макаренка,,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_81247784,way/81247784,education,college,Свічкарня,,,,63,kyiv_grid_06_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1028624878,way/1028624878,education,college,"Технічний ліцей НТУУ «КПІ», 2 корп.",,,,,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_1375195117,way/1375195117,education,college,Торговельно-економічний коледж КНТЕУ,,,,,kyiv_grid_02_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_480500920,way/480500920,education,college,УкрЦентрКадрЛіс,,,,2,kyiv_grid_01_01,,,,,,,,,OpenStreetMap Overpass API
osm_relation_1448570,relation/1448570,education,college,Український фізико-математичний ліцей,,,проспект Академіка Глушкова,6,kyiv_grid_04_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_403381647,way/403381647,education,college,"Учбовий комбінат ""Славутич""",,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_113053335,way/113053335,education,college,Училище будівництва,,,Маричанська вулиця,4,kyiv_grid_05_03,,,,,,,,,OpenStreetMap Overpass API
osm_way_126733488,way/126733488,education,college,"Фаховий коледж ""Універсум"" КСУ ім. Б. Грінченка",,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_35393407,way/35393407,education,college,Фінансово-правовий коледж,,,Лондонська вулиця,5-А,kyiv_grid_04_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_8044766819,node/8044766819,education,college,Центр дипломування та перепідготовки моряків,Київська державна академія водного транспорту,,,,kyiv_grid_05_05,,,,,,,,,OpenStreetMap Overpass API
osm_node_3577736707,node/3577736707,education,college,Центр практичної підготовки студентів-педагогів,Київський Університет імені Бориса Грінченка,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_relation_6647972,relation/6647972,education,college,"Центр інформаційних технологій, поліграфії та дизайну",,,,,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_668935694,way/668935694,education,college,Школа підвищення кваліфікації спеціалістів по розведенню с/г тварин та племенній справі,,,вулиця Олега Онікієнка,69,kyiv_grid_11_05,,,,,,,,,OpenStreetMap Overpass API
osm_way_819836049,way/819836049,education,college,музичний ліцей імені Миколи Лисенка,,,Парково-Сирецька вулиця,4,kyiv_grid_03_05,,,,,,,,,OpenStreetMap Overpass API
osm_node_4989651726,node/4989651726,education,kindergarten,,,,,,kyiv_grid_01_00,,,,,,,,,OpenStreetMap Overpass API
osm_node_7138460898,node/7138460898,education,kindergarten,,,,,,kyiv_grid_05_01,,,,,,,,,OpenStreetMap Overpass API
osm_node_4881686198,node/4881686198,education,kindergarten,,,,,,kyiv_grid_00_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_7042309815,node/7042309815,education,kindergarten,,,,,,kyiv_grid_01_05,,,,,,,,,OpenStreetMap Overpass API
osm_node_3666262832,node/3666262832,education,kindergarten,,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_7560875748,node/7560875748,education,kindergarten,,,,,,kyiv_grid_03_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_7649249273,node/7649249273,education,kindergarten,,,,,,kyiv_grid_05_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_4826942820,node/4826942820,education,kindergarten,,,,,,kyiv_grid_08_03,,,,,,,,,OpenStreetMap Overpass API
osm_node_4329790689,node/4329790689,education,kindergarten,,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_node_1478194190,node/1478194190,education,kindergarten,,,,,,kyiv_grid_07_04,,,,,,,,,OpenStreetMap Overpass API
osm_way_168401896,way/168401896,education,kindergarten,,,,проспект Київський шлях,218,kyiv_grid_01_00,,,,,,,,,OpenStreetMap Overpass API
osm_way_854180127,way/854180127,education,kindergarten,,,,,,kyiv_grid_00_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_1419138055,way/1419138055,education,kindergarten,,,,,,kyiv_grid_00_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_633334789,way/633334789,education,kindergarten,,,,,,kyiv_grid_00_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_1419140091,way/1419140091,education,kindergarten,,,,,,kyiv_grid_00_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_784833541,way/784833541,education,kindergarten,,,,,,kyiv_grid_02_00,,,,,,,,,OpenStreetMap Overpass API
osm_way_260273656,way/260273656,education,kindergarten,,,,,,kyiv_grid_02_01,,,,,,,,,OpenStreetMap Overpass API
osm_way_1427559472,way/1427559472,education,kindergarten,,,,,,kyiv_grid_01_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_964603596,way/964603596,education,kindergarten,,,,вулиця Айвазовського,7,kyiv_grid_02_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_1195599727,way/1195599727,education,kindergarten,,,,,,kyiv_grid_03_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_141427293,way/141427293,education,kindergarten,,,,вулиця Машинобудівників,4-А,kyiv_grid_03_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_183824657,way/183824657,education,kindergarten,,,,,,kyiv_grid_06_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_160074793,way/160074793,education,kindergarten,,,,вулиця Шевченка,2-А,kyiv_grid_11_00,,,,,,,,,OpenStreetMap Overpass API
osm_way_174583936,way/174583936,education,kindergarten,,,,,,kyiv_grid_09_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_160603697,way/160603697,education,kindergarten,,,,,,kyiv_grid_11_02,,,,,,,,,OpenStreetMap Overpass API
osm_way_666511581,way/666511581,education,kindergarten,,,,Ювілейний провулок,4,kyiv_grid_00_04,,,,,,,,,OpenStreetMap Overpass API
