providerName,providerId,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressThoroughfare,addressLocatorDesignator,addressLocatorDesignator2,addressLocatorBuilding,lat,lon
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Кирилівська,2/9-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Кирилівська,15-Г,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Кирилівська,34-38-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,1-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,1-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,10-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,16-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,18-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,19-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,21/12-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,22/17-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,24-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,27-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,32-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,37-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,46-52,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,53-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Костянтинівська,55-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,3/7-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,5-В,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,13/34-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,13-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,19-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,24-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,30-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,32-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межигірська,32-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Набережно-Хрещатицька,7-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Набережно-Хрещатицька,7-В,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Набережно-Хрещатицька,17/18-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,19/21-Д,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,23-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,23-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,33-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,33-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Нижній Вал,37/20-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,4-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,7-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,9-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,25-27,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,35-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Оболонська,37-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Покровська,9-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Почайнинська,45,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Почайнинська,57/59,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Притисько-Микільська,2-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Сагайдачного Петра,25-Г,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Сковороди Григорія,3-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Сковороди Григорія,5-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Сковороди Григорія,7-АА,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Сковороди Григорія,7-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Спаська,25-Д,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,4-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,7-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,15/8,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,16-В,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,16-Г,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,18/10-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,18/10-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,23/9-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,31-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,45/24,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Хорива,49-В,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,вул. Щекавицька,42/48,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,8/12,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,18,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,34-АА,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,34-АБ,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,36/10,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04080,Україна,місто Київ,null,null,Київ,Подільський район,вул. Юрківська,37/3-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,11-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,28-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,30-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,35/35-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,39-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Ярославська,47/29-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04071,Україна,місто Київ,null,null,Київ,Подільський район,вул. Житньоторзька,8,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,пров. Покровський,8-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,Андріївський узвіз,11-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,Андріївський узвіз,11-АА,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,Андріївський узвіз,22-АБ,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,Андріївський узвіз,34-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04070,Україна,місто Київ,null,null,Київ,Подільський район,Боричів узвіз,5-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04074,Україна,місто Київ,null,null,Київ,Подільський район,вул. Вишгородська,23-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04073,Україна,місто Київ,null,null,Київ,Подільський район,вул. Захарівська,14,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04073,Україна,місто Київ,null,null,Київ,Подільський район,вул. Кирилівська,121/2,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04073,Україна,місто Київ,null,null,Київ,Подільський район,вул. Петропавлівська,26,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04086,Україна,місто Київ,null,null,Київ,Подільський район,вул. Петропавлівська,48/1-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,пров. Кузьми Скрябіна,17,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,пров. Кузьми Скрябіна,19,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04073,Україна,місто Київ,null,null,Київ,Подільський район,пров. Бондарський,19,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04208,Україна,місто Київ,null,null,Київ,Подільський район,просп. Георгія Гонгадзе,1/102,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04208,Україна,місто Київ,null,null,Київ,Подільський район,просп. Європейського Союзу,90,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04208,Україна,місто Київ,null,null,Київ,Подільський район,просп. Георгія Гонгадзе,18-з,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04136,Україна,місто Київ,null,null,Київ,Подільський район,вул. Полкова,61-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04136,Україна,місто Київ,null,null,Київ,Подільський район,вул. Полкова,74-76-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04136,Україна,місто Київ,null,null,Київ,Подільський район,вул. Тираспольська,43-Г,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межова,119,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,вул. Межова,25,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,пров. Золочівський,4,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Подільського району м. Києва»,39609111,04123,Україна,місто Київ,null,null,Київ,Подільський район,пров. Чигиринський,3,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03182,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Дев'Ятого Травня,9,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03194,Україна,місто Київ,null,null,Київ,Святошинський район,бульв. Миколи Руденка,17-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03194,Україна,місто Київ,null,null,Київ,Святошинський район,бульв. Миколи Руденка,20-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03148,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Корольова Академіка,9-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03148,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Корольова Академіка,9-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03148,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Леся Курбаса,1,null,1,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03148,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Леся Курбаса,1,null,2,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03170,Україна,місто Київ,null,null,Київ,Святошинський район,Дорога Кільцева,8,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03162,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Леся Курбаса,10-Ж,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03162,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Леся Курбаса,18-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03170,Україна,місто Київ,null,null,Київ,Святошинський район,бульв. Жуля Верна,7-Б,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03115,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Львівська,1,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03115,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Тернопільська,7-А,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03062,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Рене Декарта,12,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03062,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Берестейський,79,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03128,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Синьоозерна,4,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,04128,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Мрії,11-Є,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,04128,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Мрії,15-Є,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,04128,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Мрії,17-Є,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03062,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Чистяківська,26,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,04128,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Берковецька,6,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03179,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Українського Відродження,5,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03179,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Українського Відродження,7,null,null,null,null
Комунальне підприємство «Керуюча компанія з обслуговування житлового фонду Святошинського району м. Києва»,39607507,03179,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Українського Відродження,9,null,null,null,null
