source,package_id,package_name,package_title,category,resource_id,resource_name,format,url,status,bytes_or_records,local_path,error
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,93a62dca-e442-43b6-a00e-112c7eb6c13f,stopsUnderground,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/4/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,3870075f-4f65-4656-a125-4648ae220c3d,dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,transport,549f54e3-a246-4b5c-845c-51be113073c1,stops,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/transport_public/MapServer/0/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Meter&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,7c3f3f34-8edd-484f-84c8-cfe16fc9f754,dani-pro-mistseznakhodzhennia-komunalnykh-konteineriv-za-katehoriiamy-konteinernykh-maidanc-dep-zhki,"Дані про місцезнаходження комунальних контейнерів (за категоріями), контейнерних майданчиків, місць прийому небезпечних відходів, вторинної сировини",improvements,7db5d553-5db2-4bd8-aba0-7bf489495055,containers.csv,CSV,https://data.kyivcity.gov.ua/dataset/7c3f3f34-8edd-484f-84c8-cfe16fc9f754/resource/7db5d553-5db2-4bd8-aba0-7bf489495055/download/containers.csv,already_exists,2333666,data/kyiv_resilience_data/kyivcity/dani-pro-mistseznakhodzhennia-komunalnykh-konteineriv-za-katehoriiamy-konteinernykh-maidanc-dep-zhki/containers_7db5d553-5db2-4bd8-aba0-7bf489495055.csv,
kyivcity,03cda853-1bcf-48de-87f5-7f664a2299df,dani-pro-mistseznakhodzhennia-komunalnykh-obiektiv-upravlinnia-vidkhodamy-ikh-ploshchi-ta-o-dep-zhki,"Дані про місцезнаходження комунальних об'єктів управління відходами, їх площі та обсяги надходжень",improvements,4934e66a-d63e-416e-911b-e086a7dd9c00,landfill.csv,CSV,https://data.kyivcity.gov.ua/dataset/03cda853-1bcf-48de-87f5-7f664a2299df/resource/4934e66a-d63e-416e-911b-e086a7dd9c00/download/landfill.csv,already_exists,3077,data/kyiv_resilience_data/kyivcity/dani-pro-mistseznakhodzhennia-komunalnykh-obiektiv-upravlinnia-vidkhodamy-ikh-ploshchi-ta-o-dep-zhki/landfill_4934e66a-d63e-416e-911b-e086a7dd9c00.csv,
kyivcity,c6e1f1fc-76cf-4814-9749-547389388f56,dani-pro-obiekty-ta-zasoby-torhivli-peresuvnoi-sezonnoi-toshcho-dep-industry,"Дані про об’єкти та засоби торгівлі (пересувної, сезонної тощо)",trade,5880f3f4-69ed-4c32-9f3f-54e623f78b66,commercialObjects_leased,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/2/query?where=type_object+NOT+IN+%28%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27%2C+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27%29&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,c6e1f1fc-76cf-4814-9749-547389388f56,dani-pro-obiekty-ta-zasoby-torhivli-peresuvnoi-sezonnoi-toshcho-dep-industry,"Дані про об’єкти та засоби торгівлі (пересувної, сезонної тощо)",trade,1ed9ecb1-f3a0-4375-8d3f-86cc167f11fe,commercialObjects_auctioned,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/1/query?where=type_object+NOT+IN+%28%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27%2C+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27%29&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,c6e1f1fc-76cf-4814-9749-547389388f56,dani-pro-obiekty-ta-zasoby-torhivli-peresuvnoi-sezonnoi-toshcho-dep-industry,"Дані про об’єкти та засоби торгівлі (пересувної, сезонної тощо)",trade,5118998b-c730-4570-9d87-f8939341aaeb,commercialObjects_free,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/0/query?where=type_object+NOT+IN+%28%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27%2C+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27%29&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,a2a5ba88-4d5f-4050-ab9e-171cbe5cdc6a,dani-pro-parkuvannia-u-tomu-chysli-rozmishchennia-maidanchykiv-ikh-operatoriv-obladnan-dep-transport,"Дані про паркування, у тому числі розміщення майданчиків, їх операторів, обладнання та функціонування",infrastructure,5f34f3aa-c9de-4415-8419-3adb7561c4a3,parkingLots,GeoJSON,https://gisserver.kyivcity.gov.ua/mayno/rest/services/parking/Parking_ADM_INSP/MapServer/0/query?where=1%3D1&text=&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,a2a5ba88-4d5f-4050-ab9e-171cbe5cdc6a,dani-pro-parkuvannia-u-tomu-chysli-rozmishchennia-maidanchykiv-ikh-operatoriv-obladnan-dep-transport,"Дані про паркування, у тому числі розміщення майданчиків, їх операторів, обладнання та функціонування",infrastructure,37184ee6-6f36-4a36-aad1-49d0d0c3e44c,operators.csv,CSV,https://data.kyivcity.gov.ua/dataset/a2a5ba88-4d5f-4050-ab9e-171cbe5cdc6a/resource/37184ee6-6f36-4a36-aad1-49d0d0c3e44c/download/operators.csv,already_exists,582,data/kyiv_resilience_data/kyivcity/dani-pro-parkuvannia-u-tomu-chysli-rozmishchennia-maidanchykiv-ikh-operatoriv-obladnan-dep-transport/operators_37184ee6-6f36-4a36-aad1-49d0d0c3e44c.csv,
kyivcity,8d3a8da8-9753-4676-9c4c-451090a3a50a,dani-pro-perekryttia-ta-remonty-dorih-u-misti-kyievi-dep-transport,Дані про перекриття та ремонти доріг у місті Києві,infrastructure,8a29f5a0-ca04-4058-b2af-4c75aef13550,roadClosures,GeoJSON,https://gisserver.kyivcity.gov.ua/mayno/rest/services/KYIV_API/%D0%9F%D0%B5%D1%80%D0%B5%D0%BA%D1%80%D0%B8%D1%82%D1%82%D1%8F/MapServer/0/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,d8dc17f1-9e52-4f8b-a374-afb9432853b3,dani-pro-rozmishchennia-hromadskykh-vbyralen-komunalnoi-vlasnosti-dep-zhki,Дані про розміщення громадських вбиралень комунальної власності,improvements,97984d5d-5b67-4932-923a-ebe1f613e76d,37292855_publicToilets.csv,CSV,https://data.kyivcity.gov.ua/dataset/d8dc17f1-9e52-4f8b-a374-afb9432853b3/resource/97984d5d-5b67-4932-923a-ebe1f613e76d/download/37292855_publictoilets.csv,already_exists,25202,data/kyiv_resilience_data/kyivcity/dani-pro-rozmishchennia-hromadskykh-vbyralen-komunalnoi-vlasnosti-dep-zhki/37292855_publictoilets_97984d5d-5b67-4932-923a-ebe1f613e76d.csv,
kyivcity,d8dc17f1-9e52-4f8b-a374-afb9432853b3,dani-pro-rozmishchennia-hromadskykh-vbyralen-komunalnoi-vlasnosti-dep-zhki,Дані про розміщення громадських вбиралень комунальної власності,improvements,7912d823-1abd-4a61-9ae8-489c900958bc,publicToilets,GeoJSON,https://gisserver.kyivcity.gov.ua/mayno/rest/services/KYIV_API/WC/MapServer/0/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,7067df6c-f9e3-4a39-8ed3-e7331bdb19e6,dani-pro-rozmishchennia-punktiv-nadannia-psykholohichnoi-dopomohy-ta-sotsialnoi-pidtrymky-aparat,Дані про розміщення пунктів надання психологічної допомоги та соціальної підтримки,health,6079c913-38dc-41cd-8c69-acb1230ce27b,mentalHelp,GeoJSON,https://gisserver.kyivcity.gov.ua/mayno/rest/services/KYIV_API/Mental_map/MapServer/0/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,7067df6c-f9e3-4a39-8ed3-e7331bdb19e6,dani-pro-rozmishchennia-punktiv-nadannia-psykholohichnoi-dopomohy-ta-sotsialnoi-pidtrymky-aparat,Дані про розміщення пунктів надання психологічної допомоги та соціальної підтримки,health,7c8e032f-582a-44d6-b382-998e9bc09bd0,schoolsPsychologists,GeoJSON,https://gisserver.kyivcity.gov.ua/mayno/rest/services/KYIV_API/Mental_map/MapServer/1/query?where=1%3D1&outFields=*&outSR=4326&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,36267d74-8f0a-48c5-9f85-5cf2a0be0718,dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture,Дані про розміщення тимчасових споруд для провадження підприємницької діяльності,trade,22368b91-c002-4a7c-83dd-38f52ec9a3a5,KyivProzoro_temporaryConstruction_leased,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/2/query?where=type_object+%3D+%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27+OR+type_object+%3D+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,36267d74-8f0a-48c5-9f85-5cf2a0be0718,dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture,Дані про розміщення тимчасових споруд для провадження підприємницької діяльності,trade,06bd029d-e059-430f-bd2c-631cd9140bb7,KyivProzoro_temporaryConstruction_auctioned,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/1/query?where=type_object+%3D+%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27+OR+type_object+%3D+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,36267d74-8f0a-48c5-9f85-5cf2a0be0718,dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture,Дані про розміщення тимчасових споруд для провадження підприємницької діяльності,trade,4bba116b-17ab-4eab-9793-ba5549b020cb,KyivProzoro_temporaryConstruction_free,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/%D0%A2%D0%BE%D1%80%D0%B3%D1%96%D0%B2%D0%BB%D1%8F/Prozorro_public/FeatureServer/0/query?where=type_object+%3D+%27%D0%A2%D0%A1+%28%D0%9C%D0%90%D0%A4%29%27+OR+type_object+%3D+%27%D0%9F%D0%BE%D1%88%D1%82%D0%BE%D0%BC%D0%B0%D1%82%27&objectIds=&time=&geometry=&geometryType=esriGeometryEnvelope&inSR=&defaultSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&maxAllowableOffset=&geometryPrecision=&outSR=4326&havingClause=&gdbVersion=&historicMoment=&returnDistinctValues=false&returnIdsOnly=false&returnCountOnly=false&returnExtentOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&multipatchOption=xyFootprint&resultOffset=&resultRecordCount=&returnTrueCurves=false&returnExceededLimitFeatures=false&quantizationParameters=&returnCentroid=false&timeReferenceUnknownClient=false&maxRecordCountFactor=&sqlFormat=none&resultType=&featureEncoding=esriDefault&datumTransformation=&cacheHint=false&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,36267d74-8f0a-48c5-9f85-5cf2a0be0718,dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture,Дані про розміщення тимчасових споруд для провадження підприємницької діяльності,trade,17429bd2-1f15-46af-912a-898a559997bd,temporaryConstruction_participationAgreement.csv,CSV,https://data.kyivcity.gov.ua/dataset/36267d74-8f0a-48c5-9f85-5cf2a0be0718/resource/17429bd2-1f15-46af-912a-898a559997bd/download/temporaryconstruction_participationagreement.csv,already_exists,1275676,data/kyiv_resilience_data/kyivcity/dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture/temporaryconstruction_participationagreement_17429bd2-1f15-46af-912a-898a559997bd.csv,
kyivcity,36267d74-8f0a-48c5-9f85-5cf2a0be0718,dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture,Дані про розміщення тимчасових споруд для провадження підприємницької діяльності,trade,e6d85d9a-b6ee-411c-ae55-c2f91685a45c,temporaryConstruction_passportBased.csv,CSV,https://data.kyivcity.gov.ua/dataset/36267d74-8f0a-48c5-9f85-5cf2a0be0718/resource/e6d85d9a-b6ee-411c-ae55-c2f91685a45c/download/temporaryconstruction_passportbased.csv,already_exists,1907389,data/kyiv_resilience_data/kyivcity/dani-pro-rozmishchennia-tymchasovykh-sporud-dlia-provadzhennia-pidpryiemnytskoi-dii-dep-architecture/temporaryconstruction_passportbased_e6d85d9a-b6ee-411c-ae55-c2f91685a45c.csv,
kyivcity,29f8a002-099a-45e3-9b9a-aeda213b17cb,dani-pro-roztashuvannia-punktiv-obihrivu-punktiv-nezlamnosti-v-misti-kyievi-dep-municipal,Дані про розташування пунктів обігріву (пунктів незламності) в місті Києві,safety,c16b8964-7f8e-49ee-8f34-5cc8c4b38d2d,pointsOfInvincibility,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/Public_protection/MapServer/1/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,b777ec20-703d-452b-bac2-608d820b1e7a,dani-pro-roztashuvannia-zakhysnykh-sporud-tsyvilnoho-zakhystu-dep-municipal,Дані про розташування захисних споруд цивільного захисту,safety,379a7295-22ae-4031-8aaf-2a5e7c8df178,shelters,GeoJSON,https://gisserver-stage.kyivcity.gov.ua/mayno/rest/services/KYIV_API/Public_protection/MapServer/0/query?where=1%3D1&text=&objectIds=&time=&timeRelation=esriTimeRelationOverlaps&geometry=&geometryType=esriGeometryEnvelope&inSR=&spatialRel=esriSpatialRelIntersects&distance=&units=esriSRUnit_Foot&relationParam=&outFields=*&returnGeometry=true&returnTrueCurves=false&maxAllowableOffset=&geometryPrecision=&outSR=&havingClause=&returnIdsOnly=false&returnCountOnly=false&orderByFields=&groupByFieldsForStatistics=&outStatistics=&returnZ=false&returnM=false&gdbVersion=&historicMoment=&returnDistinctValues=false&resultOffset=&resultRecordCount=&returnExtentOnly=false&sqlFormat=none&datumTransformation=&parameterValues=&rangeValues=&quantizationParameters=&uniqueIds=&returnUniqueIdsOnly=false&featureEncoding=esriDefault&f=geojson,error,,,<HTTPError 404: 'Not Found'>
kyivcity,d5755e10-92dc-4e74-8f50-55860ebc897c,dani-pro-taryfy-na-komunalni-posluhy-iaki-zatverdzhuiutsia-orhanom-mistsevoho-samovriadu-dep-economy,"Дані про тарифи на комунальні послуги, які затверджуються органом місцевого самоврядування",economy,ecb93010-cb10-4753-bae8-2ce3fe05ce66,tariffs.csv,CSV,https://data.kyivcity.gov.ua/uploads/versions/version_cd1c8ffe_v1.2.csv,already_exists,1771576,data/kyiv_resilience_data/kyivcity/dani-pro-taryfy-na-komunalni-posluhy-iaki-zatverdzhuiutsia-orhanom-mistsevoho-samovriadu-dep-economy/tariffs_ecb93010-cb10-4753-bae8-2ce3fe05ce66.csv,
kyivcity,45b01733-94e4-4eae-8d2c-a6c969d27774,dani-pro-zaklady-doshkilnoi-osvity-dep-education,Дані про заклади дошкільної освіти,education,faf8934c-dac6-4b9b-9f53-fb7cefcfef8b,preschools,JSON,https://osvita.kyivcity.gov.ua/v1/kindergartens/list_gr_s?period_start=2025,already_exists,2642519,data/kyiv_resilience_data/kyivcity/dani-pro-zaklady-doshkilnoi-osvity-dep-education/preschools_faf8934c-dac6-4b9b-9f53-fb7cefcfef8b.json,
kyivcity,aa754166-d727-4709-a632-b11db983dbb0,dani-pro-zaklady-profesiinoi-profesiino-tekhnichnoi-osvity-dep-education,Дані про заклади професійної (професійно-технічної) освіти,education,1130c964-c340-474c-a793-e93e8ae4e356,VETproviders.csv,CSV,https://data.kyivcity.gov.ua/dataset/aa754166-d727-4709-a632-b11db983dbb0/resource/1130c964-c340-474c-a793-e93e8ae4e356/download/vetproviders.csv,already_exists,17805,data/kyiv_resilience_data/kyivcity/dani-pro-zaklady-profesiinoi-profesiino-tekhnichnoi-osvity-dep-education/vetproviders_1130c964-c340-474c-a793-e93e8ae4e356.csv,
kyivcity,44886b70-32ed-4903-983e-4274a7832237,dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat,"Довідник підприємств, установ, організацій, що належать до сфери управління розпорядника інформації, та територіальних органів розпорядника інформації, зокрема їх ідентифікаційних кодів юридичної особи в Єдиному державному реєстрі підприємств і організацій України, офіційних веб-сайтів, адрес електронної пошти, номерів телефонів, адрес місцезнаходження",managersstructure,1caf3a8d-a8bc-4a92-afd3-c4c7de0761f3,posts.csv,CSV,https://data.kyivcity.gov.ua/dataset/44886b70-32ed-4903-983e-4274a7832237/resource/1caf3a8d-a8bc-4a92-afd3-c4c7de0761f3/download/posts.csv,already_exists,23433,data/kyiv_resilience_data/kyivcity/dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat/posts_1caf3a8d-a8bc-4a92-afd3-c4c7de0761f3.csv,
kyivcity,44886b70-32ed-4903-983e-4274a7832237,dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat,"Довідник підприємств, установ, організацій, що належать до сфери управління розпорядника інформації, та територіальних органів розпорядника інформації, зокрема їх ідентифікаційних кодів юридичної особи в Єдиному державному реєстрі підприємств і організацій України, офіційних веб-сайтів, адрес електронної пошти, номерів телефонів, адрес місцезнаходження",managersstructure,a886e882-715b-4bac-8323-5bf26bc923bf,organizations.csv,CSV,https://data.kyivcity.gov.ua/dataset/44886b70-32ed-4903-983e-4274a7832237/resource/a886e882-715b-4bac-8323-5bf26bc923bf/download/organizations.csv,already_exists,398729,data/kyiv_resilience_data/kyivcity/dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat/organizations_a886e882-715b-4bac-8323-5bf26bc923bf.csv,
kyivcity,44886b70-32ed-4903-983e-4274a7832237,dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat,"Довідник підприємств, установ, організацій, що належать до сфери управління розпорядника інформації, та територіальних органів розпорядника інформації, зокрема їх ідентифікаційних кодів юридичної особи в Єдиному державному реєстрі підприємств і організацій України, офіційних веб-сайтів, адрес електронної пошти, номерів телефонів, адрес місцезнаходження",managersstructure,27da73b8-45b5-4d3d-96fc-9b0506983856,organizationUnits.csv,CSV,https://data.kyivcity.gov.ua/dataset/44886b70-32ed-4903-983e-4274a7832237/resource/27da73b8-45b5-4d3d-96fc-9b0506983856/download/organizationunits.csv,already_exists,488986,data/kyiv_resilience_data/kyivcity/dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat/organizationunits_27da73b8-45b5-4d3d-96fc-9b0506983856.csv,
