uid,authorityName,authorityId,title,validFrom,url,text,bibliographicCitation,legalActTitle,legalActId,legalActIssued,basicEvalDate,basicEvalUrl,basicEvalText,basicEvalBibliographicCitation,repeatEvalDate,repeatEvalUrl,repeatEvalText,repeatEvalBibliographicCitation,periodEvalDate,periodEvalURL,periodEvalText,periodEvalBibliographicCitation
2018-09,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",2018-08-13,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-pr_252338/kmda__1470_252340/,КМДА № 1470,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13.08.2018 № 1470 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",1470,2018-08-13,2018-07-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administr/,"Звіт про базове відстеження результативності проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2019-10-16,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_regulyatornogo_akta_-_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi___vid_13_serpnya_2018_roku__1470_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_k/,"Звіт про повторне відстеження результативності регуляторного акта - розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13 серпня 2018 року № 1470 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171«Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2026-01-06,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1038873/zvit_1038880/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13.08.2018 № 1470 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров'я»",null
2018-10,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 24 вересня 2014 року № 1056 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними державними закладами охорони здоров’я»",2018-07-06,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_24_veresnya_2014_roku__1056_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-_248599/kmda__1190_248601/,КМДА № 1190,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 06.07.2018 № 1190 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 24 вересня 2014 року № 1056 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними державними закладами охорони здоров’я»",1190,2018-07-06,2018-06-20,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_kmda_pro_vnesennya_zmin_do_rozporyadzhennya_kmda_vid_24_veresnya_2014_roku__1056_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-prof/,"Звіт про базове відстеження результативності проекту розпорядження КМДА «Про внесення змін до розпорядження КМДА від 24 вересня 2014 року № 1056 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактични",null,null,null,null,null,2023-06-28,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_06072018__1190_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_der/zvit_pro_period_vidstezh_1190_1/,Звіт_про_період_відстеж_1190_(1),null
2018-11,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 17»",2018-07-05,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska_miska_klinichna_likarnya__17/kmda__1169_248594/,КМДА № 1169,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 05.07.2018 № 1169 «Про внесення змін до Тарифів на послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 17»",1169,2018-07-05,2018-06-21,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_kmda_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska_miska_klinichna_likarnya__17/,"Звіт про базове відстеження результативності проекту розпорядження КМДА «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 17»",null,2020-12-10,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_05072018__1169_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 05.07.2018 № 1169 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 17»",null,2024-01-25,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta_-_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_05_lipnya_2018_roku__1169_pro_vnesennya_zmin_do_tarifiv_na_poslugi_z_medichnogo_obslug/zvit_pro_periodichne_vidstezhennya_rozporyadzhennya_1169/,Звіт_про_періодичне_відстеження_розпорядження_1169,null
2018-12,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 1»",2018-06-04,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska_miska_klinichna_likarnya__1/kmda__941PDF_246397/,КМДА № 941,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 04.06.2018 № 941 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 1»",941,2018-06-04,2018-05-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska_miska__klinic/,"Звіт про базове відстеження результативності проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська",null,2019-10-15,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_04062018__941_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivska_m/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 04.06.2018 № 941 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 1»",null,2026-01-06,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1038870/zvit_1038871/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 04.06.2018 № 941 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київська міська клінічна лікарня № 1»",null
2018-13,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство Центр первинної медико-санітарної допомоги № 2 Подільського району м. Києва»",2018-02-08,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunalne_nekomertsiyne_pidpriyemstvo_tsentr_pervinno_mediko-sanitarno_dopomogi__2_podilskogo_rayonu_m_kiyeva_131887/kmda__183_131888/,КМДА № 183,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 08.02.2018 № 183 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство Центр первинної медико-санітарної допомоги № 2 Подільського району м. Києва»",183,2018-02-08,null,null,null,null,null,null,null,null,2026-03-27,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1042885/zvit_1042886/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 08.02.2018 № 183 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр первинної медико-санітарної допомоги № 2» Подільського району м. Києва»",null
2018-14,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",2018-02-08,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-pr_131879/kmda__181_131882/,КМДА № 181,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 08.02.2018 № 181 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",181,2018-02-08,2018-01-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_231535/,"Звіт про базове відстеження результативності проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2019-04-05,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi__vid_08_lyutogo_2018_roku__181_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_349569/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 08 лютого 2018 року № 181 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2025-11-19,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1035780/zvit_1035781/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 08.02.2018 № 181 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null
2018-15,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",2018-01-31,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-pr_131369/kopiya_kmda__91_131372/,Копія КМДА № 91,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 31.01.2018 № 91 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",91,2018-01-31,null,null,null,null,null,null,null,null,2026-03-27,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1042863/zvit_1042865/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 31.01.2018 № 91 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні медичні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null
2018-16,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",2018-01-31,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_24_veresnya_2014_roku__1056_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-_131365/kmda__90_131367/,КМДА № 90,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 31.01.2018 № 90 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",90,2018-01-31,null,null,null,null,null,null,null,null,2026-03-30,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/NPA_1042969/zvit_1042971/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 31.01.2018 № 90 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 24 вересня 2014 року № 1056 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними державними закладами охорони здоров’я»",null
2017-01,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київський міський клінічний ендокринологічний центр»",2017-11-15,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivskiy_miskiy_klinichniy_endokrinologichniy_tsentr_129483/kmda__1445_129486/,КМДА № 1445,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1445 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київський міський клінічний ендокринологічний центр»",1445,2017-11-15,2017-11-15,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_regulyatornogo_akta_-_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi__kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nad_231551/,"Звіт про базове відстеження результативності регуляторного акта - розпорядження виконавчого органу Київської міської ради ( Київської міської державної адміністрації) «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київський міський клінічний ендокринологічний центр»",null,2019-01-21,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi__vid_15112017__1445_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_kivski/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1445 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київський міський клінічний ендокринологічний центр»",null,2025-08-11,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta__rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_15112017__1445_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuva/zvit_1029173/,"Звіт про періодичне відстеження результативності регуляторного акта – розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1445 «Про внесення змін до Тарифів на платні послуги з медичного обслуговування, які надає Київський міський клінічний ендокринологічний центр»",null
2017-02,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надає Київський міський клінічний ендокринологічний центр»",2017-11-15,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_za_nozologiyami_ta_poslugi_scho_vkhodyat_do_kh_skladu_yaki_nadaye_kivskiy_miskiy_klinichniy_endokrinologichniy_tsentr_129467/kmda__1441_129469/,КМДА № 1441,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1441 «Про внесення змін до Тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надає Київський міський клінічний ендокринологічний центр»",1441,2017-11-15,2017-11-15,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_regulyatornogo_akta_-_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi__kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_za_nozologiyami_ta_poslugi_scho_vkhody_231550/,"Звіт про базове відстеження результативності регуляторного акта - розпорядження виконавчого органу Київської міської ради ( Київської міської державної адміністрації) «Про внесення змін до Тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надає Київський міський клінічний ендокринологічний центр»",null,2019-01-21,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_15112017__1441_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_za_nozologiyami_ta_poslugi_scho_vkhodyat_do_kh_s/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1441 «Про внесення змін до Тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надає Київський міський клінічний ендокринологічний центр»",null,2025-08-11,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta__rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_15112017__1441_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_za_nozologiyami_ta_poslu/zvit_1029169/,"Звіт про періодичне відстеження результативності регуляторного акта – розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 15.11.2017 № 1441 «Про внесення змін до Тарифів на платні послуги за нозологіями та послуги, що входять до їх складу, які надає Київський міський клінічний ендокринологічний центр»",null
2017-03,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",2017-09-13,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_pro_vstanovlennya_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadayutsya_likuvalno-pr_126036/kmda__1141_126040/,КМДА № 1141,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13.09.2017 № 1141 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",1141,2017-09-13,2017-08-30,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko__231552/,"Звіт про базове відстеження результативності проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2018-11-14,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi__vid_13_veresnya_2017_roku__1141_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsk/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13 вересня 2017 року № 1141 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171 «Про встановлення тарифів на платні послуги з медичного обслуговування, які надаються лікувально-профілактичними комунальними закладами охорони здоров’я»",null,2025-03-12,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_13092017__1141_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_m/zvit_1021749/,Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 13.09.2017 № 1141 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null
