uid,authorityName,authorityId,title,validFrom,url,text,bibliographicCitation,legalActTitle,legalActId,legalActIssued,basicEvalDate,basicEvalUrl,basicEvalText,basicEvalBibliographicCitation,repeatEvalDate,repeatEvalUrl,repeatEvalText,repeatEvalBibliographicCitation,periodEvalDate,periodEvalURL,periodEvalText,periodEvalBibliographicCitation
2020-02,ВО КМР (Київська міська державна адміністрація),22527,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,2020-12-07,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_418779/tmdfidkoap_kmda__1914/,КМДА № 1914,null,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 07.12.2020 № 1914 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,1914,2020-12-07,2020-12-02,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_a_418494/,Звіт про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null,2022-01-20,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_07122020__1914_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzha/zvit_1914_vid_07122020/,Звіт_1914_від_07.12.2020.,null,2025-02-17,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_07122020__1914_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_der/zvit_1020745/,Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 07.12.2020 № 1914 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null
2020-03,ВО КМР (Київська міська державна адміністрація),22527,"«Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 5» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",2020-11-30,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunalne_nekomertsiyne_pidpriyemstvo_kivska_miska_klinichna_likarnya__5_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_admi/yc7t2o2edl_kmda__1877/,КМДА № 1877,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 30.11.2020 № 1877 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 5» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",1877,2020-11-30,2020-11-25,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunal_418034/,"Звіт про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 5» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null,2022-01-12,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_30112020__1877_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_ko/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 30.11.2020 № 1877 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 5» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null,2025-02-18,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_30112020__1877_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye/zvit_1020792/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 30.11.2020 № 1877 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Київська міська клінічна лікарня № 5» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null
2020-04,ВО КМР (Київська міська державна адміністрація),22527,"«Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Державна установа «Національний науковий центр радіаційної медицини Національної академії медичних наук України»",2020-11-11,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_derzhavna_ustanova_natsionalniy_naukoviy_tsentr_radiatsiyno_meditsini_natsionalno_akademi_medichnikh_nauk_ukrani_417437/k3ryudiggv_kmda__1800/,КМДА № 1800,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11.11.2020 № 1800 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Державна установа «Національний науковий центр радіаційної медицини Національної академії медичних наук України»",1800,2020-11-11,2020-10-26,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_derzhavna_usta/,"Звіт про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Державна установа «Національний науковий центр радіаційної медицини Національної академії медичних наук України»",null,2022-01-20,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_11112020__1800_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_de/zvit_1800_vid_11112020/,Звіт_1800_від_11.11.2020,null,2025-02-17,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_11112020__1800_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye/zvit_1020747/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11.11.2020 № 1800 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Державна установа «Національний науковий центр радіаційної медицини Національної академії медичних наук України»",null
2020-05,ВО КМР (Київська міська державна адміністрація),22527,«Про затвердження змін до Порядку розміщення зовнішньої реклами в місті Києві та Порядку погодження розміщення реклами на транспорті комунальної власності територіальної громади міста Києва»,2020-10-12,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_zmin_do_poryadku_rozmischennya_zovnishno__reklami_v_misti_kiyevi_ta_poryadku__pogodzhennya_rozmischennya_reklami__na_transporti_komunalno_vlasnosti__teritorialno_gromadi_mista_kiyeva/kmda__1603_416335/,КМДА_№_1603,null,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12.10.2020 № 1603 «Про затвердження змін до Порядку розміщення зовнішньої реклами в місті Києві та Порядку погодження розміщення реклами на транспорті комунальної власності територіальної громади міста Києва»,1603,2020-10-12,null,null,null,null,2021-12-06,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_rezultati_povtornogo_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_12_zhovtnya_2020_roku__1603_pro_zatverdzhennya_zmin_do_poryadku_rozmischennya_zovnishno_reklami_v_m/,Звіт про результати повторного відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12 жовтня 2020 року № 1603 «Про затвердження змін до Порядку розміщення зовнішньої реклами в місті Києві та Порядку погодження розміщення реклами на транспорті комунальної власності територіальної громади міста Києва»,null,2024-12-20,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_rezultati_periodichnogo_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_12_zhovtnya_2020_roku__1603_pro_zatverdzhennya_zmin_do_poryadku__rozmischennya_zovnishno_reklami/zvit_1018238/,Звіт про результати періодичного відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12 жовтня 2020 року № 1603 «Про затвердження змін до Порядку розміщення зовнішньої реклами в місті Києві та Порядку погодження розміщення реклами на транспорті комунальної власності територіальної громади міста Києва»,null
2020-06,ВО КМР (Київська міська державна адміністрація),22527,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,2020-10-12,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_11_chervnya__2015_roku__557/qwoayni1fv_kmda__1602/,КМДА № 1602,null,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12.10.2020 № 1602 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,1602,2020-10-12,2020-09-30,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya__rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_adminis/,Звіт про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,null,2021-11-11,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_12102020__1602_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzha/,Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12.10.2020 № 1602 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,null,2024-12-16,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta__rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_12102020__1602_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko/zvit_1017936/,Звіт про періодичне відстеження результативності регуляторного акта – розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 12.10.2020 № 1602 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 11 червня 2015 року № 557»,null
2020-07,ВО КМР (Київська міська державна адміністрація),22527,"«Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",2020-09-17,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunalne_nekomertsiyne_pidpriyemstvo_oleksandrivska_klinichna_likarnya_m_kiyeva_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno/mkawtmre4t_kmda__1455/,КМДА № 1455,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.09.2020 № 1455 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",1455,2020-09-17,2020-09-02,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunalne-nekom/,"Звіт про базове відстеження результативності проекту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне-некомерційне підприємство «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null,2021-10-27,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_17092020__1455_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_ko/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.09.2020 № 1455 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null,2024-11-29,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta__rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_17092020__1455_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslug/zvit_pro_period_vidstezh_rozpor__1455_vid_17092020/,"Звіт про періодичне відстеження результативності регуляторного акта – розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.09.2020 № 1455 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Олександрівська клінічна лікарня м. Києва» виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",null
2020-08,ВО КМР (Київська міська державна адміністрація),22527,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,2020-08-17,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_410111/i74j3swx0f_kmda__1227/,КМДА № 1227,null,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.08.2020 № 1227 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,1227,2020-08-17,2020-08-20,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_a_410485/,ЗВІТ про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null,2021-10-06,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_17082020__1227_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzha/,Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.08.2020 № 1227 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null,2024-10-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta_-_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_17082020__1227_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko/zvit_pro_period_vidstezh_rozpor_1227/,Звіт про періодичне відстеження результативності регуляторного акта-розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 17.08.2020 № 1227 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null
2020-09,ВО КМР (Київська міська державна адміністрація),22527,"«Про внесення змін до Тарифів на платні послуги зі стоматологічної допомоги, які надає Комунальне некомерційне підприємство «Консультативно-діагностичний центр» Шевченківського району міста Києва»",2020-08-10,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_zi_stomatologichno_dopomogi_yaki_nadaye_komunalne_nekomertsiyne_pidpriyemstvo_konsultativno-diagnostichniy_tsentr_shevchenkivskogo_rayonu_mista_kiyeva/ptlsu9adv6_kmda__1179/,КМДА № 1179,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 10.08.2020 № 1179 «Про внесення змін до Тарифів на платні послуги зі стоматологічної допомоги, які надає Комунальне некомерційне підприємство «Консультативно-діагностичний центр» Шевченківського району міста Києва»",1179,2020-08-10,2020-07-16,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_zi_stomatologichno_dopomogi_yaki_nadaye_komunalne_nekomertsi/,"ЗВІТ про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до Тарифів на платні послуги зі стоматологічної допомоги, які надає Комунальне некомерційне підприємство «Консультативно-діагностичний центр» Шевченківського району міста Києва»",null,2021-10-05,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_10082020__1179_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_zi_stomatologichno_dopomogi_yaki_nadaye_komunaln/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 10.08.2020 № 1179 «Про внесення змін до Тарифів на платні послуги зі стоматологічної допомоги, які надає Комунальне некомерційне підприємство «Консультативно-діагностичний центр» Шевченківського району міста Києва»",null,2024-11-13,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_10082020__1179_pro_vnesennya_zmin_do_tarifiv_na_platni_poslugi_zi_stomatologichno_dopomogi_yaki_nadaye_komun/zvit_pro_period_vidstezh_1179_statochne/,"Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 10.08.2020 № 1179 «Про внесення змін до Тарифів на платні послуги зі стоматологічної допомоги, які надає Комунальне некомерційне підприємство «Консультативно-діагностичний центр» Шевченківського району міста Києва»",null
2020-10,ВО КМР (Київська міська державна адміністрація),22527,"«Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр спортивної медицини міста Києва»",2020-07-29,https://kyivcity.gov.ua/npa/pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunalne_nekomertsiyne_pidpriyemstvo_tsentr_sportivno_meditsini_mista_kiyeva/File_994c6vsflv_kmda__1102/,КМДА № 1102,null,"Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 29.07.2020 № 1102 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр спортивної медицини міста Києва»",1102,2020-07-29,2020-07-16,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_komunal_407821/,"ЗВІТ про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр спортивної медицини міста Києва»",null,2021-09-23,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_29072020__1102_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugovuvannya_yaki_nadaye_ko/,"Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 29.07.2020 № 1102 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр спортивної медицини міста Києва»",null,2024-10-31,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_regulyatornogo_akta-rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_29072020__1102_pro_zatverdzhennya_zmin_do_tarifiv_na_platni_poslugi_z_medichnogo_obslugo/zvit_pro_period_vidstezh_rozpor_1102/,"Звіт про періодичне відстеження результативності регуляторного акта-розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 29.07.2020 № 1102 «Про затвердження змін до Тарифів на платні послуги з медичного обслуговування, які надає Комунальне некомерційне підприємство «Центр спортивної медицини міста Києва»",null
2020-11,ВО КМР (Київська міська державна адміністрація),22527,«Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,2020-07-23,https://kyivcity.gov.ua/npa/pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_26_lyutogo_2015_roku__171_408384/nmc3apnmqo_kmda__1062/,КМДА № 1062,null,Розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 23.07.2020 № 1062 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,1062,2020-07-23,2020-08-04,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_bazove_vidstezhennya_rezultativnosti_proyektu_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_a_409257/,Звіт про базове відстеження результативності проєкту розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null,2021-09-15,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_povtorne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_23072020__1062_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzha/,Звіт про повторне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 23.07.2020 № 1062 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null,2024-10-22,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_periodichne_vidstezhennya_rezultativnosti_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_vid_23072020__1062_pro_vnesennya_zmin_do_rozporyadzhennya_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_der/zvit_pro_period_vidstezhen_rozpor_1062/,Звіт про періодичне відстеження результативності розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 23.07.2020 № 1062 «Про внесення змін до розпорядження виконавчого органу Київської міської ради (Київської міської державної адміністрації) від 26 лютого 2015 року № 171»,null
